F.G.Perey et al, Rept: Oak Ridge National Lab. Reports, No.4823 (1972)
NatO(n,tot)
MeV          Barns       Error (Barns)   
0.33147      3.549       0.145       
0.3317       3.664       0.156       
0.33192      3.388       0.149       
0.33214      3.25        0.137       
0.33237      3.459       0.147       
0.33259      3.582       0.156       
0.33281      3.654       0.159       
0.33304      3.984       0.178       
0.33326      3.603       0.163       
0.33349      3.718       0.162       
0.33371      3.369       0.155       
0.33394      3.533       0.165       
0.33417      3.551       0.167       
0.33439      3.45        0.166       
0.33462      3.544       0.167       
0.33484      3.668       0.174       
0.33507      3.348       0.164       
0.3353       3.259       0.159       
0.33552      3.884       0.179       
0.33575      3.719       0.174       
0.33598      3.484       0.166       
0.33621      3.58        0.175       
0.33643      3.859       0.181       
0.33666      3.756       0.177       
0.33689      3.375       0.163       
0.33712      3.595       0.173       
0.33735      3.266       0.161       
0.33758      3.581       0.172       
0.33781      3.708       0.167       
0.33804      3.324       0.16        
0.33827      3.343       0.156       
0.3385       3.72        0.179       
0.33873      3.512       0.177       
0.33896      3.896       0.182       
0.33919      3.828       0.188       
0.33942      3.698       0.181       
0.33965      3.453       0.164       
0.33988      3.62        0.158       
0.34011      3.688       0.159       
0.34035      3.641       0.159       
0.34058      4.013       0.174       
0.34081      3.473       0.156       
0.34104      3.447       0.159       
0.34128      3.308       0.15        
0.34151      3.904       0.164       
0.34174      3.66        0.157       
0.34198      3.64        0.156       
0.34221      3.534       0.143       
0.34244      3.612       0.147       
0.34268      3.813       0.149       
0.34291      3.696       0.142       
0.34315      3.589       0.138       
0.34338      3.669       0.147       
0.34362      3.652       0.156       
0.34385      3.744       0.165       
0.34409      3.617       0.156       
0.34433      3.427       0.154       
0.34456      3.6         0.154       
0.3448       3.737       0.153       
0.34503      3.874       0.16        
0.34527      3.811       0.157       
0.34551      3.663       0.156       
0.34575      3.457       0.149       
0.34598      3.417       0.146       
0.34622      3.737       0.161       
0.34646      3.811       0.156       
0.3467       3.916       0.165       
0.34694      3.754       0.158       
0.34718      3.609       0.151       
0.34742      3.546       0.152       
0.34766      3.815       0.164       
0.34789      3.882       0.172       
0.34813      3.591       0.156       
0.34837      4.011       0.181       
0.34862      3.609       0.168       
0.34886      3.807       0.172       
0.3491       3.987       0.178       
0.34934      3.435       0.156       
0.34958      4.04        0.166       
0.34982      3.7         0.147       
0.35006      4.025       0.149       
0.35031      3.79        0.143       
0.35055      3.779       0.146       
0.35079      4.017       0.16        
0.35103      3.65        0.149       
0.35128      3.656       0.143       
0.35152      3.85        0.152       
0.35176      3.799       0.144       
0.35201      4.          0.148       
0.35225      3.73        0.145       
0.3525       3.924       0.157       
0.35274      3.841       0.156       
0.35299      3.894       0.152       
0.35323      3.961       0.153       
0.35348      4.204       0.158       
0.35372      3.888       0.152       
0.35397      3.735       0.15        
0.35422      3.953       0.162       
0.35446      3.82        0.164       
0.35471      4.025       0.166       
0.35496      3.964       0.16        
0.3552       3.996       0.158       
0.35545      3.991       0.153       
0.3557       3.928       0.148       
0.35595      3.786       0.146       
0.35619      3.84        0.154       
0.35644      3.847       0.159       
0.35669      3.549       0.152       
0.35694      3.744       0.153       
0.35719      3.829       0.156       
0.35744      3.901       0.148       
0.35769      3.919       0.152       
0.35794      3.956       0.148       
0.35819      3.957       0.148       
0.35844      3.807       0.144       
0.35869      4.073       0.154       
0.35894      4.178       0.15        
0.3592       3.914       0.144       
0.35945      3.934       0.15        
0.3597       4.02        0.146       
0.35995      3.971       0.145       
0.3602       4.126       0.157       
0.36046      4.025       0.154       
0.36071      3.973       0.16        
0.36096      4.03        0.16        
0.36122      4.239       0.159       
0.36147      4.151       0.162       
0.36172      4.118       0.158       
0.36198      3.923       0.153       
0.36223      4.16        0.162       
0.36249      4.042       0.156       
0.36274      3.952       0.153       
0.363        4.132       0.163       
0.36325      4.186       0.168       
0.36351      3.992       0.164       
0.36377      4.28        0.172       
0.36402      4.309       0.174       
0.36428      4.242       0.168       
0.36454      4.168       0.173       
0.3648       4.053       0.172       
0.36505      4.21        0.183       
0.36531      3.93        0.165       
0.36557      4.296       0.184       
0.36583      4.057       0.172       
0.36609      4.185       0.176       
0.36635      4.364       0.189       
0.3666       4.347       0.19        
0.36686      3.978       0.173       
0.36712      4.344       0.196       
0.36738      3.954       0.175       
0.36764      4.18        0.181       
0.36791      4.196       0.181       
0.36817      3.945       0.165       
0.36843      4.25        0.176       
0.36869      4.281       0.177       
0.36895      4.461       0.181       
0.36921      4.078       0.162       
0.36948      4.569       0.187       
0.36974      4.177       0.166       
0.37         4.278       0.169       
0.37026      4.455       0.168       
0.37053      4.266       0.161       
0.37079      4.469       0.166       
0.37106      4.276       0.159       
0.37132      4.156       0.154       
0.37158      4.153       0.157       
0.37185      4.568       0.169       
0.37211      4.373       0.165       
0.37238      4.194       0.16        
0.37265      4.388       0.165       
0.37291      4.296       0.157       
0.37318      4.263       0.159       
0.37344      4.138       0.147       
0.37371      4.529       0.161       
0.37398      4.223       0.158       
0.37425      4.176       0.15        
0.37451      4.421       0.162       
0.37478      4.428       0.167       
0.37505      4.58        0.169       
0.37532      4.581       0.167       
0.37559      4.657       0.177       
0.37586      4.745       0.174       
0.37613      4.625       0.178       
0.3764       4.556       0.177       
0.37667      4.481       0.166       
0.37694      4.379       0.16        
0.37721      4.615       0.166       
0.37748      4.73        0.165       
0.37775      4.453       0.155       
0.37802      4.613       0.169       
0.37829      4.774       0.174       
0.37856      4.684       0.181       
0.37884      4.911       0.188       
0.37911      4.491       0.169       
0.37938      4.668       0.181       
0.37966      4.55        0.177       
0.37993      4.674       0.183       
0.3802       4.634       0.175       
0.38048      5.179       0.188       
0.38075      4.503       0.156       
0.38103      4.751       0.168       
0.3813       5.215       0.19        
0.38158      4.925       0.18        
0.38185      5.062       0.184       
0.38213      4.738       0.17        
0.3824       4.771       0.173       
0.38268      4.932       0.182       
0.38296      5.25        0.188       
0.38324      4.768       0.166       
0.38351      5.148       0.182       
0.38379      4.641       0.157       
0.38407      4.991       0.178       
0.38435      4.803       0.168       
0.38463      5.176       0.19        
0.3849       5.036       0.184       
0.38518      5.114       0.19        
0.38546      5.132       0.197       
0.38574      5.169       0.201       
0.38602      5.289       0.209       
0.3863       5.2         0.199       
0.38658      5.141       0.205       
0.38687      5.555       0.232       
0.38715      5.125       0.208       
0.38743      5.291       0.217       
0.38771      5.099       0.195       
0.38799      5.143       0.197       
0.38828      5.451       0.203       
0.38856      5.527       0.21        
0.38884      5.278       0.204       
0.38913      5.253       0.214       
0.38941      5.357       0.213       
0.38969      4.764       0.179       
0.38998      5.335       0.207       
0.39026      5.55        0.214       
0.39055      5.586       0.22        
0.39083      5.458       0.213       
0.39112      5.235       0.199       
0.39141      5.32        0.204       
0.39169      6.036       0.263       
0.39198      5.698       0.223       
0.39227      5.792       0.238       
0.39255      5.822       0.24        
0.39284      5.939       0.249       
0.39313      5.583       0.222       
0.39342      5.697       0.247       
0.3937       5.945       0.258       
0.39399      5.706       0.24        
0.39428      5.904       0.259       
0.39457      5.749       0.24        
0.39486      6.165       0.265       
0.39515      6.666       0.295       
0.39544      5.998       0.246       
0.39573      6.159       0.258       
0.39603      6.473       0.286       
0.39632      6.265       0.282       
0.39661      6.104       0.269       
0.3969       6.758       0.312       
0.39719      6.195       0.265       
0.39749      6.131       0.245       
0.39778      5.932       0.24        
0.39807      6.15        0.258       
0.39837      6.835       0.326       
0.39866      6.028       0.252       
0.39895      6.408       0.296       
0.39925      6.1         0.269       
0.39954      6.655       0.34        
0.39984      6.612       0.327       
0.40013      7.854       0.468       
0.40043      7.365       0.389       
0.40073      6.321       0.273       
0.40102      7.276       0.356       
0.40132      7.793       0.414       
0.40162      6.862       0.318       
0.40192      6.656       0.295       
0.40221      7.023       0.349       
0.40251      6.745       0.312       
0.40281      7.247       0.367       
0.40311      7.052       0.34        
0.40341      6.853       0.326       
0.40371      7.426       0.388       
0.40401      7.526       0.401       
0.40431      7.272       0.367       
0.40461      8.302       0.489       
0.40491      7.596       0.388       
0.40521      7.372       0.348       
0.40551      7.784       0.4         
0.40582      7.796       0.4         
0.40612      7.342       0.367       
0.40642      7.828       0.429       
0.40672      7.738       0.43        
0.40703      8.132       0.468       
0.40733      7.842       0.429       
0.40763      7.861       0.414       
0.40794      7.098       0.325       
0.40824      8.229       0.467       
0.40855      8.213       0.467       
0.40885      7.913       0.414       
0.40916      8.014       0.429       
0.40947      8.242       0.467       
0.40977      8.295       0.489       
0.41008      7.886       0.448       
0.41039      8.255       0.515       
0.41069      8.96        0.63        
0.411        8.51        0.547       
0.41131      9.178       0.69        
0.41162      9.301       0.772       
0.41193      8.43        0.585       
0.41224      8.229       0.548       
0.41255      7.968       0.516       
0.41286      8.093       0.516       
0.41317      7.963       0.49        
0.41348      8.486       0.585       
0.41379      8.074       0.489       
0.4141       8.474       0.547       
0.41441      9.534       0.772       
0.41472      8.397       0.548       
0.41503      7.675       0.448       
0.41535      7.915       0.49        
0.41566      8.226       0.548       
0.41597      10.185      1.09        
0.41629      8.8         0.691       
0.4166       8.581       0.631       
0.41692      9.322       0.772       
0.41723      10.522      1.09        
0.41755      8.745       0.631       
0.41786      10.437      1.09        
0.41818      10.451      1.09        
0.41849      10.344      1.09        
0.41881      8.43        0.585       
0.41913      8.922       0.691       
0.41945      8.316       0.548       
0.41976      9.827       0.89        
0.42008      10.41       1.09        
0.4204       10.58       1.09        
0.42072      9.397       0.772       
0.42104      9.864       0.89        
0.42136      8.768       0.631       
0.42168      8.153       0.516       
0.42232      9.363       0.772       
0.42296      9.051       0.69        
0.42328      8.679       0.631       
0.4236       9.737       0.89        
0.42393      9.08        0.69        
0.42425      8.746       0.631       
0.42457      9.31        0.772       
0.4249       9.398       0.772       
0.42522      8.57        0.584       
0.42554      9.045       0.69        
0.42587      10.536      1.09        
0.42619      9.491       0.772       
0.42652      9.961       0.89        
0.42684      10.642      1.09        
0.42717      10.521      1.09        
0.4275       9.384       0.772       
0.42815      10.281      1.09        
0.42848      8.434       0.585       
0.42881      9.763       0.89        
0.42914      8.764       0.631       
0.42946      9.902       0.89        
0.42979      10.626      1.09        
0.43012      10.383      1.09        
0.43045      10.257      1.09        
0.43078      9.222       0.772       
0.43111      8.449       0.631       
0.43144      8.644       0.691       
0.43178      8.442       0.631       
0.43211      11.22       1.541       
0.43244      9.014       0.772       
0.43277      9.316       0.891       
0.43311      8.839       0.773       
0.43344      10.108      1.09        
0.43377      8.023       0.548       
0.43411      9.513       0.891       
0.43444      8.95        0.691       
0.43478      10.307      1.09        
0.43511      8.965       0.691       
0.43545      9.729       0.89        
0.43578      10.479      1.09        
0.43612      8.909       0.63        
0.43646      8.839       0.63        
0.43679      9.505       0.772       
0.43713      9.19        0.69        
0.43747      9.24        0.69        
0.43781      8.71        0.584       
0.43815      10.043      0.89        
0.43849      10.064      0.89        
0.43883      10.12       0.89        
0.43917      9.63        0.772       
0.43951      11.724      1.541       
0.43985      9.598       0.772       
0.44019      8.955       0.63        
0.44053      8.755       0.584       
0.44087      9.679       0.772       
0.44121      9.566       0.772       
0.44156      10.022      0.89        
0.4419       8.898       0.63        
0.44224      10.579      1.09        
0.44259      10.673      1.09        
0.44293      10.022      0.89        
0.44328      10.641      1.09        
0.44362      9.55        0.772       
0.44397      9.177       0.69        
0.44431      9.614       0.772       
0.44466      10.721      1.09        
0.44501      9.068       0.63        
0.44535      9.808       0.771       
0.4457       11.008      1.09        
0.4464       11.999      1.541       
0.44675      9.227       0.63        
0.4471       9.221       0.63        
0.44745      9.8         0.771       
0.4478       10.385      0.89        
0.44815      9.566       0.69        
0.4485       9.902       0.771       
0.44885      10.022      0.771       
0.4492       12.199      1.54        
0.44955      9.535       0.63        
0.4499       10.246      0.771       
0.45026      9.284       0.584       
0.45061      9.052       0.547       
0.45096      9.108       0.584       
0.45132      9.351       0.63        
0.45167      8.77        0.515       
0.45203      10.371      0.89        
0.45238      9.971       0.771       
0.45274      8.511       0.467       
0.4531       10.522      0.89        
0.45345      8.76        0.515       
0.45381      8.874       0.547       
0.45417      9.952       0.771       
0.45453      9.33        0.63        
0.45488      9.29        0.63        
0.45524      9.621       0.69        
0.4556       9.951       0.771       
0.45596      8.464       0.467       
0.45632      8.894       0.514       
0.45668      10.595      0.889       
0.45704      8.783       0.488       
0.4574       8.558       0.467       
0.45777      7.688       0.355       
0.45813      9.756       0.69        
0.45849      9.253       0.584       
0.45885      8.427       0.447       
0.45922      8.676       0.467       
0.45958      8.934       0.514       
0.45995      8.233       0.413       
0.46031      8.276       0.413       
0.46068      9.149       0.547       
0.46104      8.42        0.428       
0.46141      7.981       0.377       
0.46177      8.348       0.413       
0.46214      8.015       0.355       
0.46251      7.943       0.347       
0.46288      8.009       0.355       
0.46324      8.105       0.365       
0.46361      7.767       0.338       
0.46398      7.832       0.347       
0.46435      7.764       0.338       
0.46472      7.807       0.347       
0.46509      7.312       0.294       
0.46546      8.233       0.387       
0.46584      7.397       0.304       
0.46621      7.696       0.338       
0.46658      7.954       0.366       
0.46695      7.534       0.317       
0.46733      6.893       0.26        
0.4677       7.336       0.289       
0.46807      7.029       0.266       
0.46845      7.126       0.263       
0.46882      6.95        0.26        
0.4692       6.95        0.252       
0.46957      6.743       0.244       
0.46995      6.95        0.26        
0.47033      6.772       0.243       
0.4707       6.674       0.237       
0.47108      6.786       0.243       
0.47146      6.561       0.233       
0.47184      6.583       0.237       
0.47222      6.436       0.225       
0.4726       6.183       0.204       
0.47298      6.712       0.237       
0.47336      6.474       0.21        
0.47374      6.468       0.213       
0.47412      6.484       0.213       
0.4745       6.718       0.236       
0.47488      6.087       0.19        
0.47527      6.027       0.189       
0.47565      6.024       0.189       
0.47603      6.171       0.193       
0.47642      6.144       0.187       
0.4768       5.986       0.172       
0.47719      5.995       0.172       
0.47757      5.826       0.159       
0.47796      5.881       0.169       
0.47835      6.106       0.181       
0.47873      5.624       0.154       
0.47912      5.724       0.158       
0.47951      5.788       0.159       
0.4799       6.003       0.17        
0.48029      5.832       0.159       
0.48068      5.736       0.16        
0.48106      5.921       0.17        
0.48146      5.588       0.157       
0.48185      5.671       0.164       
0.48224      5.404       0.151       
0.48263      5.72        0.163       
0.48302      5.517       0.151       
0.48341      5.428       0.148       
0.48381      5.834       0.166       
0.4842       5.364       0.145       
0.48459      5.642       0.154       
0.48499      5.521       0.144       
0.48538      5.204       0.132       
0.48578      5.404       0.14        
0.48618      5.279       0.135       
0.48657      5.255       0.131       
0.48697      5.154       0.128       
0.48737      5.199       0.132       
0.48776      5.03        0.126       
0.48816      5.098       0.13        
0.48856      5.188       0.134       
0.48896      5.281       0.139       
0.48936      4.995       0.127       
0.48976      5.025       0.128       
0.49016      4.699       0.115       
0.49056      5.056       0.122       
0.49097      4.9         0.119       
0.49137      4.944       0.119       
0.49177      5.052       0.125       
0.49217      4.923       0.127       
0.49258      4.995       0.128       
0.49298      4.891       0.127       
0.49339      5.085       0.141       
0.49379      4.622       0.121       
0.4942       4.752       0.124       
0.4946       4.842       0.126       
0.49501      4.635       0.115       
0.49542      4.767       0.116       
0.49583      4.698       0.112       
0.49624      4.553       0.106       
0.49664      4.565       0.102       
0.49705      4.603       0.105       
0.49746      4.504       0.102       
0.49787      4.583       0.107       
0.49828      4.601       0.112       
0.4987       4.478       0.109       
0.49911      4.507       0.109       
0.49952      4.418       0.103       
0.49993      4.559       0.104       
0.50035      4.423       0.101       
0.50076      4.375       0.099       
0.50118      4.464       0.103       
0.50159      4.458       0.103       
0.50201      4.443       0.104       
0.50242      4.48        0.106       
0.50284      4.687       0.11        
0.50326      4.366       0.101       
0.50367      4.376       0.103       
0.50409      4.256       0.102       
0.50451      4.479       0.107       
0.50493      4.374       0.103       
0.50535      4.098       0.094       
0.50577      4.278       0.095       
0.50619      4.236       0.092       
0.50661      4.339       0.096       
0.50703      4.059       0.089       
0.50745      4.409       0.096       
0.50788      4.113       0.091       
0.5083       4.323       0.095       
0.50872      4.124       0.089       
0.50915      4.133       0.091       
0.50957      4.041       0.088       
0.51         4.124       0.087       
0.51043      4.192       0.089       
0.51085      4.227       0.09        
0.51128      3.921       0.084       
0.51171      4.1         0.087       
0.51213      3.991       0.083       
0.51256      4.007       0.084       
0.51299      4.072       0.086       
0.51342      4.          0.086       
0.51385      3.979       0.086       
0.51428      3.834       0.081       
0.51472      3.881       0.08        
0.51515      4.118       0.086       
0.51558      4.094       0.084       
0.51601      4.137       0.086       
0.51645      3.895       0.083       
0.51688      4.003       0.084       
0.51731      3.878       0.081       
0.51775      3.858       0.08        
0.51819      3.923       0.081       
0.51862      3.991       0.083       
0.51906      4.035       0.086       
0.5195       4.039       0.086       
0.51993      3.802       0.08        
0.52037      3.953       0.081       
0.52081      3.738       0.079       
0.52125      3.815       0.08        
0.52169      3.782       0.079       
0.52213      3.749       0.081       
0.52257      3.868       0.087       
0.52302      3.812       0.086       
0.52346      3.836       0.087       
0.5239       3.788       0.086       
0.52434      3.68        0.081       
0.52479      3.994       0.088       
0.52523      3.981       0.086       
0.52568      3.796       0.084       
0.52612      3.667       0.083       
0.52657      3.943       0.088       
0.52702      3.836       0.087       
0.52747      3.843       0.09        
0.52791      3.748       0.09        
0.52836      3.72        0.089       
0.52881      3.711       0.086       
0.52926      3.679       0.084       
0.52971      3.719       0.086       
0.53016      3.67        0.086       
0.53061      3.707       0.089       
0.53107      3.766       0.095       
0.53152      3.568       0.107       
0.53197      3.506       0.121       
0.53243      3.614       0.123       
0.53288      3.54        0.105       
0.53334      3.59        0.093       
0.53379      3.705       0.084       
0.53425      3.63        0.078       
0.5347       3.61        0.076       
0.53516      3.612       0.074       
0.53562      3.616       0.076       
0.53608      3.736       0.077       
0.53654      3.559       0.074       
0.537        3.641       0.074       
0.53746      3.575       0.074       
0.53792      3.556       0.074       
0.53838      3.571       0.074       
0.53884      3.503       0.074       
0.5393       3.572       0.076       
0.53977      3.514       0.074       
0.54023      3.559       0.073       
0.5407       3.522       0.074       
0.54116      3.697       0.077       
0.54163      3.551       0.073       
0.54209      3.527       0.071       
0.54256      3.507       0.07        
0.54303      3.627       0.069       
0.54349      3.419       0.068       
0.54396      3.446       0.068       
0.54443      3.532       0.071       
0.5449       3.454       0.07        
0.54537      3.438       0.07        
0.54584      3.348       0.069       
0.54632      3.543       0.074       
0.54679      3.452       0.072       
0.54726      3.441       0.07        
0.54773      3.399       0.072       
0.54821      3.457       0.072       
0.54868      3.406       0.072       
0.54916      3.472       0.075       
0.54964      3.416       0.075       
0.55011      3.341       0.072       
0.55059      3.333       0.072       
0.55107      3.454       0.075       
0.55155      3.451       0.078       
0.55202      3.356       0.079       
0.5525       3.483       0.081       
0.55298      3.346       0.077       
0.55347      3.391       0.077       
0.55395      3.483       0.078       
0.55443      3.517       0.081       
0.55491      3.389       0.081       
0.5554       3.375       0.082       
0.55588      3.399       0.087       
0.55637      3.348       0.089       
0.55685      3.426       0.092       
0.55734      3.346       0.092       
0.55782      3.329       0.096       
0.55831      3.461       0.105       
0.5588       3.267       0.108       
0.55929      3.304       0.112       
0.55978      3.191       0.111       
0.56027      3.56        0.13        
0.56076      3.195       0.134       
0.56125      3.572       0.162       
0.56174      3.063       0.161       
0.56223      3.309       0.178       
0.56273      3.052       0.192       
0.56322      3.193       0.214       
0.56371      3.207       0.224       
0.56421      3.534       0.252       
0.5647       2.814       0.239       
0.5652       2.985       0.258       
0.5657       3.439       0.276       
0.5662       3.458       0.265       
0.56669      2.78        0.222       
0.56719      3.179       0.214       
0.56769      3.188       0.2         
0.56819      3.488       0.2         
0.56869      3.436       0.185       
0.5692       3.243       0.176       
0.5697       3.058       0.15        
0.5702       2.967       0.144       
0.5707       3.073       0.136       
0.57121      3.132       0.13        
0.57171      3.244       0.126       
0.57222      3.165       0.12        
0.57273      3.214       0.112       
0.57323      3.186       0.107       
0.57374      3.163       0.102       
0.57425      3.133       0.097       
0.57476      3.152       0.095       
0.57527      3.219       0.092       
0.57578      3.099       0.089       
0.57629      3.074       0.085       
0.5768       3.196       0.085       
0.57731      3.198       0.086       
0.57783      3.113       0.083       
0.57834      3.269       0.081       
0.57886      3.224       0.076       
0.57937      3.217       0.072       
0.57989      3.292       0.072       
0.5804       3.229       0.071       
0.58092      3.22        0.071       
0.58144      3.198       0.071       
0.58196      3.176       0.069       
0.58248      3.18        0.067       
0.583        3.218       0.065       
0.58352      3.16        0.064       
0.58404      3.234       0.065       
0.58456      3.261       0.065       
0.58508      3.28        0.067       
0.58561      3.203       0.067       
0.58613      3.167       0.07        
0.58666      3.102       0.07        
0.58718      3.043       0.065       
0.58771      3.22        0.061       
0.58823      3.061       0.054       
0.58876      3.119       0.052       
0.58929      3.115       0.054       
0.58982      3.064       0.058       
0.59035      3.182       0.066       
0.59088      3.116       0.07        
0.59141      3.106       0.067       
0.59194      3.206       0.067       
0.59248      3.112       0.064       
0.59301      3.103       0.064       
0.59354      3.07        0.061       
0.59408      3.174       0.062       
0.59462      3.041       0.059       
0.59515      3.141       0.061       
0.59569      3.101       0.059       
0.59623      3.06        0.059       
0.59676      3.061       0.059       
0.5973       3.112       0.061       
0.59784      3.144       0.063       
0.59838      3.144       0.063       
0.59893      2.941       0.06        
0.59947      3.054       0.058       
0.60001      3.012       0.056       
0.60056      3.074       0.058       
0.6011       3.145       0.059       
0.60164      3.123       0.059       
0.60219      3.101       0.059       
0.60274      3.097       0.059       
0.60328      3.041       0.058       
0.60383      3.049       0.056       
0.60438      3.151       0.057       
0.60493      3.065       0.056       
0.60548      3.06        0.054       
0.60603      3.084       0.054       
0.60659      3.081       0.054       
0.60714      3.129       0.054       
0.60769      3.006       0.052       
0.60825      3.069       0.054       
0.6088       2.999       0.052       
0.60936      2.988       0.051       
0.60991      2.994       0.052       
0.61047      3.027       0.054       
0.61103      3.088       0.054       
0.61159      3.026       0.054       
0.61215      2.992       0.052       
0.61271      3.02        0.052       
0.61327      2.965       0.052       
0.61383      3.116       0.054       
0.61439      2.969       0.054       
0.61495      2.855       0.053       
0.61552      2.985       0.056       
0.61608      2.974       0.054       
0.61665      3.026       0.056       
0.61722      3.082       0.057       
0.61778      3.022       0.056       
0.61835      3.086       0.056       
0.61892      2.993       0.056       
0.61949      2.96        0.058       
0.62006      2.972       0.058       
0.62063      2.951       0.057       
0.6212       2.999       0.056       
0.62178      2.987       0.056       
0.62235      2.885       0.054       
0.62292      2.97        0.054       
0.6235       2.929       0.053       
0.62408      2.989       0.052       
0.62465      2.808       0.052       
0.62523      2.897       0.053       
0.62581      2.865       0.053       
0.62639      2.975       0.054       
0.62697      2.867       0.051       
0.62755      2.948       0.052       
0.62813      2.949       0.052       
0.62871      2.989       0.052       
0.62929      2.995       0.052       
0.62988      2.975       0.053       
0.63046      2.905       0.052       
0.63105      2.999       0.052       
0.63164      2.918       0.051       
0.63222      2.96        0.051       
0.63281      2.967       0.052       
0.6334       2.941       0.051       
0.63399      3.065       0.052       
0.63458      2.951       0.051       
0.63517      2.889       0.05        
0.63576      2.951       0.051       
0.63636      2.903       0.05        
0.63695      2.898       0.05        
0.63755      2.908       0.05        
0.63814      3.007       0.052       
0.63874      2.952       0.052       
0.63933      2.902       0.051       
0.63993      2.951       0.051       
0.64053      2.961       0.051       
0.64113      2.994       0.051       
0.64173      3.029       0.05        
0.64233      2.843       0.05        
0.64294      2.925       0.05        
0.64354      2.896       0.051       
0.64414      2.942       0.05        
0.64475      2.963       0.051       
0.64535      2.858       0.05        
0.64596      2.897       0.049       
0.64657      2.864       0.05        
0.64718      2.893       0.05        
0.64778      2.904       0.051       
0.64839      2.884       0.053       
0.649        2.928       0.053       
0.64962      2.904       0.053       
0.65023      2.888       0.051       
0.65084      2.925       0.051       
0.65146      2.858       0.049       
0.65207      2.898       0.049       
0.65269      2.905       0.048       
0.6533       2.884       0.048       
0.65392      2.896       0.05        
0.65454      2.831       0.05        
0.65516      2.89        0.051       
0.65578      2.83        0.05        
0.6564       2.829       0.048       
0.65702      2.905       0.048       
0.65765      2.968       0.049       
0.65827      2.935       0.048       
0.6589       2.911       0.048       
0.65952      2.891       0.048       
0.66015      2.788       0.046       
0.66078      2.874       0.048       
0.6614       2.813       0.046       
0.66203      2.868       0.046       
0.66266      2.867       0.046       
0.6633       2.873       0.046       
0.66393      2.904       0.045       
0.66456      2.912       0.045       
0.66519      2.89        0.045       
0.66583      2.842       0.044       
0.66646      2.842       0.044       
0.6671       2.825       0.044       
0.66774      2.886       0.044       
0.66838      2.796       0.044       
0.66902      2.879       0.044       
0.66966      2.924       0.044       
0.6703       2.863       0.043       
0.67094      2.761       0.043       
0.67158      2.82        0.043       
0.67223      2.882       0.042       
0.67287      2.949       0.043       
0.67352      2.812       0.043       
0.67416      2.843       0.042       
0.67481      2.948       0.042       
0.67546      2.873       0.041       
0.67611      2.866       0.041       
0.67676      2.796       0.041       
0.67741      2.918       0.042       
0.67806      2.817       0.042       
0.67872      2.83        0.043       
0.67937      2.817       0.042       
0.68003      2.782       0.041       
0.68068      2.847       0.041       
0.68134      2.827       0.041       
0.682        2.831       0.041       
0.68266      2.865       0.041       
0.68332      2.787       0.041       
0.68398      2.828       0.041       
0.68464      2.798       0.041       
0.6853       2.796       0.041       
0.68596      2.842       0.042       
0.68663      2.921       0.042       
0.68729      2.771       0.041       
0.68796      2.769       0.041       
0.68863      2.756       0.039       
0.6893       2.817       0.039       
0.68997      2.829       0.039       
0.69064      2.775       0.039       
0.69131      2.807       0.039       
0.69198      2.873       0.041       
0.69265      2.816       0.039       
0.69333      2.772       0.037       
0.694        2.789       0.037       
0.69468      2.794       0.037       
0.69536      2.787       0.037       
0.69604      2.835       0.039       
0.69672      2.799       0.039       
0.6974       2.755       0.037       
0.69808      2.773       0.037       
0.69876      2.77        0.037       
0.69944      2.87        0.039       
0.70013      2.776       0.039       
0.70081      2.792       0.039       
0.7015       2.814       0.039       
0.70219      2.806       0.039       
0.70288      2.768       0.039       
0.70357      2.77        0.037       
0.70426      2.783       0.039       
0.70495      2.761       0.039       
0.70564      2.801       0.041       
0.70633      2.785       0.041       
0.70703      2.771       0.039       
0.70772      2.802       0.039       
0.70842      2.807       0.039       
0.70912      2.769       0.039       
0.70982      2.78        0.037       
0.71052      2.813       0.037       
0.71122      2.719       0.037       
0.71192      2.785       0.037       
0.71262      2.694       0.037       
0.71333      2.749       0.037       
0.71403      2.79        0.037       
0.71474      2.754       0.037       
0.71544      2.739       0.037       
0.71615      2.669       0.037       
0.71686      2.78        0.039       
0.71757      2.733       0.037       
0.71828      2.808       0.037       
0.71899      2.711       0.037       
0.71971      2.746       0.037       
0.72042      2.763       0.037       
0.72114      2.699       0.036       
0.72185      2.796       0.037       
0.72257      2.766       0.037       
0.72329      2.766       0.037       
0.72401      2.709       0.036       
0.72473      2.759       0.037       
0.72545      2.794       0.037       
0.72617      2.716       0.037       
0.7269       2.688       0.036       
0.72762      2.693       0.036       
0.72835      2.764       0.037       
0.72908      2.761       0.037       
0.72981      2.746       0.035       
0.73053      2.721       0.035       
0.73127      2.74        0.035       
0.732        2.708       0.035       
0.73273      2.753       0.035       
0.73346      2.751       0.036       
0.7342       2.749       0.036       
0.73493      2.764       0.036       
0.73567      2.743       0.036       
0.73641      2.717       0.035       
0.73715      2.702       0.035       
0.73789      2.677       0.035       
0.73863      2.748       0.035       
0.73937      2.748       0.035       
0.74012      2.696       0.035       
0.74086      2.737       0.035       
0.74161      2.765       0.035       
0.74236      2.784       0.035       
0.7431       2.797       0.037       
0.74385      2.752       0.037       
0.74461      2.668       0.036       
0.74536      2.741       0.036       
0.74611      2.725       0.036       
0.74686      2.716       0.037       
0.74762      2.663       0.036       
0.74838      2.733       0.035       
0.74913      2.703       0.034       
0.74989      2.763       0.035       
0.75065      2.653       0.034       
0.75141      2.694       0.034       
0.75217      2.681       0.034       
