Literature data from R. B. Schwartz (1973)
Natural Ni (n,tot)
MeV       Barns     Error(Barns)
2.489     2.683     0.04448
2.492     2.704     0.04622
2.495     2.982     0.05028
2.498     3.146     0.05290
2.500     3.251     0.05620
2.503     3.137     0.05421
2.506     3.047     0.05370
2.509     2.928     0.05053
2.511     2.916     0.04990
2.514     2.954     0.05004
2.517     2.875     0.05045
2.520     2.934     0.04858
2.522     2.905     0.05118
2.525     3.061     0.05240
2.528     3.087     0.05417
2.531     3.199     0.05432
2.534     3.287     0.05814
2.536     3.309     0.05843
2.539     3.230     0.05859
2.542     3.197     0.05563
2.545     3.174     0.05542
2.548     3.253     0.05824
2.550     3.225     0.05860
2.553     3.236     0.05657
2.556     3.370     0.06314
2.559     3.502     0.06507
2.562     3.442     0.06357
2.565     3.447     0.06477
2.567     3.392     0.06725
2.570     3.235     0.06286
2.573     3.102     0.06001
2.576     3.079     0.05736
2.579     3.101     0.05508
2.582     3.036     0.05518
2.585     3.034     0.05487
2.588     3.114     0.05624
2.590     3.236     0.05865
2.593     3.205     0.05945
2.596     3.203     0.05857
2.599     3.132     0.05554
2.602     3.099     0.05478
2.605     3.130     0.05577
2.608     3.223     0.05652
2.611     3.304     0.05552
2.614     3.225     0.05417
2.617     3.364     0.05648
2.620     3.350     0.05613
2.623     3.183     0.05256
2.625     3.136     0.05362
2.628     3.057     0.04944
2.631     3.046     0.04941
2.634     2.943     0.04788
2.637     2.909     0.04830
2.640     2.897     0.04797
2.643     2.805     0.04561
2.646     2.821     0.04560
2.649     2.785     0.04619
2.652     2.768     0.04584
2.655     2.891     0.04725
2.658     2.967     0.04881
2.661     3.002     0.05047
2.664     3.088     0.05224
2.667     2.934     0.04879
2.670     2.972     0.04969
2.673     2.899     0.04924
2.676     2.972     0.04852
2.679     3.019     0.04794
2.682     2.986     0.04708
2.685     3.001     0.04895
2.688     3.027     0.04892
2.692     2.981     0.05027
2.694     2.932     0.04934
2.698     2.812     0.04718
2.701     2.900     0.04768
2.704     2.855     0.04751
2.707     3.034     0.05006
2.710     3.056     0.05311
2.713     3.011     0.05144
2.716     3.047     0.05214
2.719     2.978     0.04928
2.722     3.064     0.05100
2.725     3.107     0.05396
2.729     3.222     0.05686
2.732     3.296     0.05841
2.735     3.315     0.05956
2.738     3.397     0.06043
2.741     3.261     0.05716
2.744     3.333     0.06017
2.747     3.212     0.05600
2.750     3.157     0.05576
2.754     3.178     0.05638
2.757     3.118     0.05373
2.760     3.120     0.05377
2.763     3.022     0.05480
2.766     3.150     0.05673
2.770     3.202     0.05904
2.773     3.336     0.06181
2.776     3.475     0.06502
2.779     3.438     0.05800
2.782     3.378     0.06495
2.786     3.210     0.06406
2.789     3.254     0.06243
2.792     3.252     0.06007
2.795     3.202     0.06016
2.799     3.118     0.05949
2.802     3.199     0.05782
2.805     3.188     0.05747
2.808     3.369     0.06096
2.812     3.465     0.06345
2.815     3.474     0.06228
2.818     3.691     0.06754
2.821     3.467     0.06183
2.825     3.398     0.06208
2.828     3.261     0.05859
2.831     3.153     0.05577
2.835     3.029     0.05288
2.838     2.973     0.05260
2.841     2.849     0.04894
2.845     2.890     0.05070
2.848     3.022     0.05068
2.851     3.035     0.05458
2.855     3.135     0.05484
2.858     3.220     0.05725
2.861     3.357     0.05987
2.865     3.332     0.06056
2.868     3.330     0.06108
2.871     3.365     0.06160
2.875     3.399     0.06122
2.878     3.455     0.06528
2.882     3.321     0.06384
2.885     3.348     0.06345
2.888     3.250     0.05850
2.892     3.250     0.05915
2.895     3.256     0.05703
2.898     3.239     0.05838
2.902     3.306     0.06181
2.905     3.187     0.06079
2.909     3.355     0.06234
2.912     3.341     0.06151
2.916     3.327     0.06232
2.919     3.379     0.06261
2.923     3.283     0.06150
2.926     3.273     0.06038
2.930     3.308     0.05941
2.933     3.241     0.05724
2.937     3.258     0.05597
2.940     3.122     0.05768
2.944     3.155     0.05713
2.947     3.171     0.05834
2.951     3.101     0.05576
2.954     2.931     0.05168
2.958     3.039     0.05199
2.961     3.075     0.05650
2.965     3.220     0.05839
2.968     3.172     0.05924
2.972     3.439     0.06191
2.975     3.564     0.06484
2.979     3.757     0.06969
2.982     3.741     0.07043
2.986     3.530     0.06373
2.989     3.328     0.05857
2.993     3.207     0.05874
2.997     3.149     0.05685
3.000     3.191     0.05680
3.004     3.176     0.05701
3.007     3.323     0.06022
3.011     3.298     0.06073
3.015     3.305     0.05900
3.018     3.216     0.05863
3.022     3.191     0.05798
3.026     3.214     0.05911
3.029     3.185     0.05612
3.033     3.139     0.05579
3.037     3.187     0.05587
3.040     3.149     0.05636
3.044     3.182     0.05630
3.048     3.279     0.05646
3.051     3.203     0.05756
3.055     3.228     0.05990
3.059     3.349     0.06501
3.062     3.338     0.06181
3.066     3.247     0.05894
3.070     3.210     0.05866
3.074     3.190     0.05693
3.077     3.187     0.05801
3.081     3.142     0.05700
3.085     3.148     0.05778
3.089     3.001     0.05516
3.092     3.091     0.05549
3.096     3.053     0.05352
3.100     3.046     0.05661
3.104     2.948     0.05274
3.107     2.983     0.05572
3.111     3.073     0.05454
3.115     3.060     0.05642
3.119     3.124     0.05621
3.123     3.139     0.05815
3.127     3.143     0.05642
3.130     3.101     0.05072
3.134     3.040     0.05564
3.138     3.038     0.05664
3.142     3.085     0.05913
3.146     3.110     0.05891
3.150     3.205     0.05935
3.154     3.219     0.06113
3.157     3.159     0.05877
3.161     3.087     0.05720
3.165     3.046     0.05381
3.169     3.000     0.05516
3.173     2.996     0.05263
3.177     3.038     0.05480
3.181     3.038     0.05420
3.185     3.012     0.05715
3.189     3.092     0.05733
3.193     3.191     0.05922
3.197     3.361     0.06344
3.201     3.325     0.06372
3.205     3.464     0.06634
3.209     3.382     0.06727
3.213     3.486     0.06792
3.217     3.331     0.06760
3.221     3.380     0.06636
3.225     3.370     0.06380
3.229     3.123     0.06198
3.233     3.152     0.06059
3.237     3.215     0.06098
3.241     3.191     0.06036
3.245     3.212     0.06154
3.249     3.280     0.06285
3.253     3.148     0.05883
3.257     3.303     0.06438
3.261     3.350     0.06401
3.265     3.243     0.06218
3.269     3.243     0.06314
3.273     3.288     0.06438
3.277     3.325     0.06588
3.282     3.312     0.06295
3.286     3.214     0.06306
3.290     3.377     0.06506
3.294     3.492     0.06565
3.298     3.418     0.06749
3.302     3.338     0.06463
3.306     3.346     0.06516
3.311     3.416     0.06556
3.315     3.546     0.06926
3.319     3.427     0.06483
3.323     3.355     0.06558
3.327     3.416     0.06662
3.332     3.489     0.06639
3.336     3.574     0.06749
3.340     3.414     0.06686
3.344     3.465     0.06835
3.349     3.401     0.06801
3.353     3.426     0.06349
3.357     3.283     0.06292
3.361     3.402     0.06704
3.366     3.261     0.06490
3.370     3.456     0.06616
3.374     3.351     0.06642
3.378     3.307     0.06259
3.383     3.310     0.06445
3.387     3.416     0.06673
3.391     3.413     0.06906
3.396     3.425     0.06836
3.400     3.346     0.06589
3.404     3.469     0.06712
3.409     3.385     0.06600
3.413     3.284     0.06239
3.417     3.256     0.06111
3.422     3.279     0.05920
3.426     3.259     0.06120
3.431     3.357     0.06384
3.435     3.373     0.06344
3.440     3.622     0.06924
3.444     3.426     0.06541
3.448     3.482     0.06666
3.453     3.490     0.06475
3.457     3.504     0.06832
3.462     3.502     0.06707
3.466     3.673     0.06331
3.471     3.486     0.06578
3.475     3.421     0.06474
3.480     3.462     0.06707
3.484     3.374     0.06320
3.489     3.349     0.06396
3.493     3.429     0.06566
3.498     3.501     0.06848
3.502     3.471     0.06794
3.507     3.541     0.07020
3.511     3.452     0.06829
3.516     3.382     0.06411
3.521     3.585     0.06711
3.525     3.504     0.06801
3.530     3.629     0.06846
3.534     3.745     0.07370
3.539     3.628     0.07257
3.544     3.695     0.06860
3.548     3.559     0.07041
3.553     3.508     0.06126
3.557     3.487     0.06873
3.562     3.544     0.06960
3.567     3.493     0.07024
3.571     3.628     0.07185
3.576     3.529     0.07032
3.581     3.524     0.07228
3.586     3.426     0.07092
3.590     3.536     0.06883
3.595     3.469     0.07243
3.600     3.470     0.06899
3.604     3.538     0.06854
3.609     3.446     0.06817
3.614     3.457     0.06830
3.619     3.379     0.06683
3.623     3.434     0.06842
3.628     3.436     0.06670
3.633     3.434     0.06788
3.638     3.326     0.06369
3.643     3.429     0.06817
3.647     3.477     0.06699
3.652     3.446     0.06279
3.657     3.536     0.06896
3.662     3.517     0.06776
3.667     3.633     0.06932
3.672     3.545     0.06822
3.677     3.543     0.06836
3.681     3.563     0.06703
3.686     3.472     0.06456
3.691     3.356     0.05988
3.696     3.319     0.06325
3.701     3.296     0.06098
3.706     3.280     0.06299
3.711     3.152     0.06072
3.716     3.379     0.06377
3.721     3.289     0.06534
3.726     3.331     0.06378
3.731     3.398     0.06452
3.736     3.448     0.06642
3.741     3.354     0.06382
3.746     3.502     0.06684
3.751     3.380     0.06632
3.756     3.530     0.07178
3.761     3.651     0.07124
3.766     3.501     0.07073
3.771     3.565     0.06765
3.776     3.307     0.06278
3.781     3.374     0.06195
3.787     3.439     0.06454
3.792     3.384     0.06279
3.797     3.544     0.06505
3.802     3.466     0.06396
3.807     3.396     0.06476
3.812     3.394     0.06137
3.817     3.487     0.06329
3.822     3.470     0.06201
3.828     3.515     0.06503
3.833     3.561     0.06451
3.838     3.515     0.06482
3.843     3.459     0.06225
3.849     3.539     0.06306
3.854     3.569     0.06407
3.859     3.629     0.06490
3.864     3.623     0.06518
3.870     3.637     0.06486
3.875     3.522     0.06489
3.880     3.530     0.06464
3.886     3.483     0.06257
3.891     3.480     0.06073
3.896     3.431     0.06060
3.901     3.407     0.06296
3.907     3.476     0.06672
3.912     3.472     0.06608
3.917     3.370     0.06229
3.923     3.423     0.06486
3.928     3.387     0.06305
3.934     3.319     0.06402
3.939     3.531     0.06586
3.945     3.438     0.06390
3.950     3.480     0.06669
3.956     3.467     0.06369
3.961     3.447     0.06950
3.966     3.466     0.06753
3.972     3.572     0.06707
3.977     3.466     0.06498
3.983     3.428     0.06556
3.988     3.403     0.06296
3.994     3.340     0.06374
3.999     3.437     0.06363
4.005     3.487     0.06505
4.011     3.392     0.06296
4.016     3.333     0.06208
4.022     3.307     0.06096
4.027     3.192     0.05994
4.033     3.438     0.06587
4.039     3.311     0.06263
4.044     3.483     0.06258
4.050     3.457     0.06474
4.055     3.468     0.06516
4.061     3.511     0.06484
4.067     3.566     0.05876
4.072     3.526     0.06532
4.078     3.526     0.06452
4.084     3.445     0.06140
4.090     3.398     0.06168
4.095     3.406     0.06145
4.101     3.393     0.06038
4.107     3.444     0.06275
4.113     3.491     0.06246
4.118     3.453     0.06129
4.124     3.452     0.06136
4.130     3.518     0.06150
4.136     3.482     0.06448
4.142     3.537     0.06310
4.148     3.477     0.06324
4.154     3.412     0.06158
4.159     3.445     0.06574
4.165     3.353     0.05998
4.171     3.354     0.06146
4.177     3.411     0.06082
4.183     3.524     0.06623
4.189     3.574     0.06567
4.195     3.436     0.06441
4.201     3.573     0.06593
4.207     3.617     0.06498
4.213     3.546     0.06336
4.219     3.513     0.06383
4.225     3.658     0.06703
4.231     3.556     0.06312
4.237     3.611     0.06184
4.243     3.610     0.06438
4.249     3.489     0.06424
4.255     3.594     0.06456
4.261     3.546     0.06415
4.267     3.564     0.06654
4.274     3.450     0.06252
4.280     3.513     0.06101
4.286     3.376     0.06052
4.292     3.399     0.06057
4.298     3.403     0.06150
4.304     3.370     0.06001
4.311     3.285     0.05731
4.317     3.440     0.06194
4.323     3.508     0.06447
4.329     3.700     0.06870
4.335     3.517     0.06424
4.342     3.604     0.06314
4.348     3.751     0.06714
4.354     3.563     0.06514
4.361     3.524     0.06345
4.367     3.584     0.06421
4.373     3.401     0.06159
4.380     3.586     0.06537
4.386     3.540     0.06389
4.392     3.597     0.06335
4.399     3.584     0.06209
4.405     3.560     0.06096
4.411     3.600     0.06152
4.418     3.490     0.06149
4.424     3.593     0.06168
4.431     3.634     0.06358
4.437     3.493     0.05888
4.444     3.540     0.05975
4.450     3.743     0.06528
4.457     3.719     0.06455
4.463     3.841     0.06629
4.470     3.742     0.06604
4.476     3.773     0.06746
4.483     3.720     0.06454
4.490     3.726     0.06628
4.496     3.864     0.06778
4.503     3.654     0.06466
4.510     3.682     0.06795
4.516     3.668     0.06581
4.523     3.585     0.06636
4.530     3.554     0.06381
4.536     3.721     0.06848
4.543     3.548     0.06357
4.550     3.601     0.06287
4.556     3.670     0.06300
4.563     3.679     0.06550
4.570     3.668     0.05886
4.577     3.559     0.05985
4.584     3.493     0.06277
4.590     3.493     0.06190
4.597     3.546     0.06346
4.604     3.529     0.06324
4.611     3.484     0.06264
4.618     3.624     0.06439
4.625     3.603     0.06218
4.632     3.548     0.06403
4.638     3.536     0.06225
4.645     3.564     0.06271
4.652     3.683     0.06390
4.659     3.627     0.06480
4.666     3.682     0.06383
4.673     3.711     0.06503
4.680     3.687     0.06435
4.687     3.626     0.06186
4.694     3.655     0.06285
4.701     3.582     0.05644
4.709     3.524     0.05868
4.716     3.627     0.06377
4.723     3.590     0.06319
4.730     3.713     0.06334
4.737     3.786     0.06504
4.744     3.890     0.06633
4.751     3.847     0.06520
4.758     3.599     0.06288
4.766     3.540     0.06111
4.773     3.583     0.06263
4.780     3.464     0.06116
4.787     3.677     0.06272
4.795     3.608     0.06325
4.802     3.642     0.06308
4.809     3.652     0.06297
4.817     3.648     0.06334
4.824     3.707     0.06223
4.831     3.650     0.06328
4.839     3.619     0.06176
4.846     3.641     0.06495
4.854     3.518     0.06135
4.861     3.594     0.06218
4.868     3.670     0.06406
4.876     3.550     0.06262
4.883     3.547     0.06074
4.891     3.588     0.06190
4.898     3.537     0.06101
4.906     3.581     0.06079
4.913     3.640     0.06263
4.921     3.692     0.06638
4.929     3.672     0.06445
4.936     3.537     0.06509
4.944     3.550     0.06270
4.951     3.508     0.06134
4.959     3.569     0.06260
4.967     3.555     0.06253
4.974     3.814     0.06494
4.982     3.600     0.06399
4.990     3.736     0.06612
4.998     3.650     0.06596
5.005     3.822     0.06788
5.013     3.693     0.06848
5.021     3.775     0.06820
5.029     3.831     0.06758
5.037     3.720     0.06499
5.044     3.638     0.06548
5.052     3.699     0.06573
5.060     3.724     0.06656
5.068     3.647     0.06754
5.076     3.790     0.06800
5.084     3.819     0.06665
5.092     3.759     0.06788
5.100     3.661     0.06740
5.108     3.722     0.06785
5.116     3.663     0.06630
5.124     3.665     0.06548
5.132     3.745     0.06608
5.140     3.801     0.06793
5.148     3.764     0.06671
5.156     3.694     0.06632
5.164     3.637     0.06429
5.173     3.631     0.06456
5.181     3.705     0.06475
5.189     3.585     0.06566
5.197     3.701     0.06520
5.205     3.912     0.06785
5.214     3.798     0.06508
5.222     3.711     0.06634
5.230     3.707     0.06492
5.238     3.740     0.06207
5.247     3.702     0.06155
5.255     3.746     0.06460
5.264     3.793     0.06243
5.272     3.734     0.06128
5.280     3.825     0.06342
5.289     3.723     0.06028
5.297     3.774     0.06062
5.306     3.704     0.05993
5.314     3.679     0.06062
5.323     3.762     0.06350
5.331     3.770     0.06704
5.340     3.738     0.06727
5.348     3.740     0.06178
5.357     3.740     0.06234
5.366     3.636     0.06026
5.374     3.708     0.06237
5.383     3.742     0.06262
5.392     3.654     0.06341
5.400     3.781     0.06419
5.409     3.687     0.06299
5.418     3.679     0.06144
5.427     3.769     0.06201
5.435     3.708     0.05959
5.444     3.698     0.06040
5.453     3.689     0.06249
5.462     3.721     0.06296
5.471     3.705     0.06369
5.479     3.640     0.06329
5.488     3.669     0.06307
5.497     3.792     0.05755
5.506     3.583     0.06113
5.515     3.623     0.06048
5.524     3.533     0.05787
5.533     3.702     0.06088
5.542     3.711     0.06082
5.551     3.687     0.06266
5.561     3.891     0.06487
5.570     3.736     0.06422
5.579     3.822     0.06309
5.588     3.791     0.06503
5.597     3.765     0.06470
5.606     3.847     0.06426
5.615     3.651     0.06158
5.625     3.687     0.06494
5.634     3.657     0.06289
5.643     3.697     0.06189
5.653     3.619     0.06269
5.662     3.674     0.06192
5.671     3.676     0.06316
5.681     3.631     0.06300
5.690     3.725     0.06323
5.700     3.718     0.06343
5.709     3.629     0.06176
5.719     3.693     0.06222
5.728     3.833     0.06462
5.738     3.802     0.06295
5.747     3.789     0.06395
5.757     3.789     0.06347
5.766     3.676     0.06147
5.776     3.770     0.06503
5.785     3.740     0.06159
5.795     3.830     0.06375
5.805     3.754     0.06366
5.815     3.768     0.06416
5.824     3.806     0.06336
5.834     3.698     0.06192
5.844     3.778     0.06409
5.854     3.715     0.06089
5.864     3.749     0.06095
5.873     3.702     0.06123
5.883     3.737     0.06087
5.893     3.662     0.06315
5.903     3.699     0.06245
5.913     3.743     0.06465
5.923     3.848     0.06270
5.933     3.830     0.06206
5.943     3.685     0.06124
5.953     3.706     0.05951
5.963     3.757     0.05900
5.974     3.658     0.05952
5.984     3.605     0.05960
5.994     3.662     0.06072
6.004     3.686     0.06079
6.014     3.771     0.06069
6.025     3.748     0.06145
6.035     3.695     0.06052
6.045     3.659     0.06047
6.055     3.732     0.05878
6.066     3.654     0.06053
6.076     3.717     0.05978
6.087     3.652     0.05839
6.097     3.629     0.06088
6.108     3.657     0.05842
6.118     3.710     0.05905
6.128     3.662     0.05951
6.139     3.714     0.05965
6.150     3.742     0.05993
6.160     3.732     0.06015
6.171     3.716     0.05896
6.182     3.806     0.05986
6.192     3.605     0.05653
6.203     3.766     0.05880
6.214     3.642     0.05930
6.224     3.859     0.06216
6.235     3.734     0.05990
6.246     3.831     0.05973
6.257     3.771     0.05879
6.268     3.808     0.05917
6.279     3.771     0.05882
6.290     3.692     0.05959
6.301     3.807     0.05750
6.312     3.746     0.05589
6.323     3.758     0.05862
6.334     3.573     0.05767
6.345     3.644     0.05727
6.356     3.701     0.05746
6.367     3.714     0.05834
6.378     3.760     0.06079
6.389     3.707     0.05913
6.401     3.593     0.06243
6.412     3.695     0.06005
6.423     3.607     0.05818
6.434     3.600     0.05847
6.446     3.720     0.05850
6.457     3.769     0.06522
6.469     3.642     0.06340
6.480     3.670     0.06353
6.492     3.677     0.06336
6.503     3.634     0.06424
6.515     3.709     0.05840
6.526     3.645     0.06368
6.538     3.685     0.06465
6.549     3.752     0.06482
6.561     3.759     0.06474
6.573     3.630     0.06190
6.584     3.673     0.06316
6.596     3.750     0.06513
6.608     3.751     0.06463
6.620     3.712     0.06329
6.632     3.681     0.06445
6.643     3.657     0.06376
6.655     3.805     0.06552
6.667     3.656     0.06301
6.679     3.758     0.06427
6.691     3.662     0.06219
6.703     3.703     0.06499
6.715     3.672     0.06189
6.728     3.655     0.06200
6.740     3.699     0.06367
6.752     3.693     0.06019
6.764     3.632     0.05970
6.776     3.618     0.06033
6.789     3.699     0.06143
6.801     3.556     0.05933
6.813     3.651     0.05958
6.826     3.645     0.06066
6.838     3.594     0.05994
6.850     3.593     0.05911
6.863     3.610     0.05668
6.875     3.629     0.06117
6.888     3.693     0.06160
6.900     3.690     0.06112
6.913     3.597     0.05972
6.926     3.683     0.06054
6.938     3.582     0.05739
6.951     3.669     0.05911
6.964     3.656     0.05956
6.977     3.622     0.05966
6.989     3.663     0.06068
7.002     3.629     0.06140
7.015     3.714     0.05866
7.028     3.694     0.06017
7.041     3.724     0.06068
7.054     3.637     0.06072
7.067     3.604     0.05983
7.080     3.610     0.05797
7.093     3.637     0.06016
7.106     3.591     0.05852
7.120     3.493     0.05758
7.133     3.598     0.06067
7.146     3.616     0.05926
7.159     3.608     0.06006
7.173     3.614     0.05937
7.186     3.568     0.06036
7.199     3.580     0.05926
7.213     3.687     0.06273
7.226     3.592     0.05983
7.240     3.636     0.05968
7.253     3.521     0.05929
7.267     3.591     0.06391
7.281     3.635     0.05948
7.294     3.633     0.06060
7.308     3.702     0.06081
7.322     3.621     0.06122
7.336     3.615     0.05886
7.349     3.653     0.05967
7.363     3.631     0.05928
7.377     3.573     0.05929
7.391     3.603     0.05965
7.405     3.552     0.06016
7.419     3.534     0.05904
7.433     3.571     0.06221
7.447     3.579     0.05999
7.461     3.636     0.06288
7.475     3.578     0.06007
7.490     3.588     0.06182
7.504     3.480     0.05842
7.518     3.492     0.06017
7.533     3.553     0.06077
7.547     3.591     0.06115
7.562     3.538     0.06363
7.576     3.537     0.06628
7.590     3.626     0.06095
7.605     3.567     0.06052
7.620     3.574     0.06076
7.634     3.605     0.06323
7.649     3.696     0.06349
7.664     3.529     0.06178
7.678     3.489     0.05912
7.693     3.601     0.06108
7.708     3.588     0.05931
7.723     3.634     0.06220
7.738     3.605     0.06115
7.753     3.626     0.06089
7.768     3.468     0.05696
7.783     3.466     0.05717
7.798     3.532     0.05681
7.813     3.532     0.05837
7.828     3.470     0.05682
7.844     3.544     0.05335
7.859     3.439     0.05641
7.874     3.476     0.05846
7.890     3.521     0.05914
7.905     3.574     0.05785
7.921     3.556     0.05870
7.936     3.541     0.05888
7.952     3.483     0.05760
7.967     3.565     0.05924
7.983     3.497     0.05721
7.999     3.452     0.05840
8.014     3.501     0.05880
8.030     3.494     0.05659
8.046     3.470     0.05623
8.062     3.457     0.05775
8.078     3.458     0.05743
8.094     3.588     0.06007
8.110     3.502     0.05696
8.126     3.492     0.05854
8.142     3.424     0.05774
8.158     3.442     0.05797
8.174     3.519     0.05792
8.191     3.499     0.05994
8.207     3.507     0.05883
8.223     3.514     0.06092
8.240     3.404     0.05988
8.256     3.533     0.05962
8.273     3.459     0.06012
8.289     3.440     0.06116
8.306     3.552     0.06024
8.323     3.462     0.06069
8.339     3.443     0.06014
8.356     3.525     0.06239
8.373     3.510     0.06139
8.390     3.352     0.05782
8.407     3.424     0.06033
8.424     3.481     0.06093
8.441     3.524     0.06153
8.458     3.330     0.05963
8.475     3.426     0.06197
8.492     3.411     0.06122
8.509     3.430     0.06058
8.527     3.376     0.06218
8.544     3.468     0.06155
8.561     3.419     0.06064
8.579     3.448     0.06155
8.596     3.392     0.06217
8.614     3.446     0.06429
8.632     3.310     0.06255
8.649     3.379     0.06185
8.667     3.382     0.06289
8.685     3.475     0.06233
8.702     3.443     0.06371
8.720     3.408     0.06411
8.738     3.497     0.06368
8.756     3.488     0.06399
8.774     3.476     0.06550
8.793     3.326     0.06307
8.811     3.392     0.06315
8.829     3.544     0.06567
8.847     3.235     0.06158
8.865     3.454     0.06479
8.884     3.270     0.06197
8.902     3.356     0.06301
8.921     3.287     0.06083
8.939     3.423     0.06266
8.958     3.280     0.06088
8.977     3.306     0.05966
8.995     3.455     0.06480
9.014     3.346     0.06280
9.033     3.307     0.06168
9.052     3.401     0.05982
9.071     3.419     0.06163
9.090     3.376     0.06139
9.109     3.344     0.05945
9.128     3.326     0.05937
9.148     3.327     0.06046
9.167     3.348     0.05949
9.186     3.240     0.05963
9.206     3.381     0.06123
9.225     3.390     0.06064
9.245     3.254     0.05648
9.264     3.288     0.05785
9.284     3.256     0.05920
9.303     3.365     0.06127
9.323     3.436     0.06084
9.343     3.319     0.05823
9.363     3.374     0.06246
9.383     3.279     0.06133
9.403     3.269     0.06027
9.423     3.244     0.06123
9.443     3.255     0.06028
9.463     3.352     0.06245
9.484     3.299     0.06181
9.504     3.234     0.06068
9.525     3.277     0.06687
9.545     3.243     0.06589
9.566     3.321     0.06500
9.586     3.307     0.06649
9.607     3.266     0.06391
9.628     3.232     0.06056
9.648     3.224     0.06492
9.669     3.335     0.06892
9.690     3.398     0.06950
9.711     3.300     0.06628
9.732     3.258     0.06521
9.754     3.306     0.06566
9.775     3.276     0.06858
9.796     3.388     0.07113
9.817     3.291     0.06426
9.839     3.280     0.06902
9.860     3.324     0.06908
9.882     3.329     0.06934
9.904     3.273     0.06750
9.925     3.260     0.06876
9.947     3.265     0.06534
9.969     3.269     0.06893
9.991     3.277     0.06899
10.01     3.377     0.07032
10.04     3.156     0.06833
10.06     3.313     0.07302
10.08     3.350     0.07150
10.10     3.213     0.07180
10.12     3.221     0.07373
10.15     3.231     0.07155
10.17     3.256     0.07268
10.19     3.382     0.07329
10.21     3.238     0.07149
10.24     3.277     0.07195
10.26     3.298     0.07263
10.28     3.151     0.07275
10.31     3.352     0.07272
10.33     3.174     0.07023
10.35     3.375     0.07538
10.38     3.169     0.07296
10.40     3.227     0.07236
10.42     3.173     0.07346
10.45     3.284     0.07396
10.47     3.375     0.07514
10.49     3.248     0.07207
10.52     3.238     0.07412
10.54     3.219     0.07213
10.56     3.204     0.07275
10.59     3.301     0.07483
10.61     3.127     0.07243
10.64     3.101     0.06521
10.66     3.055     0.06639
10.68     3.184     0.06731
10.71     3.161     0.06700
10.73     3.139     0.06538
10.76     3.161     0.06731
10.78     3.199     0.06655
10.81     3.104     0.06848
10.83     3.269     0.06831
10.86     3.120     0.06622
10.88     3.071     0.06558
10.91     3.148     0.06689
10.93     3.124     0.06610
10.96     3.126     0.06669
10.98     3.059     0.06419
11.01     3.184     0.06757
11.03     3.147     0.06468
11.06     3.147     0.06936
11.09     3.025     0.06644
11.11     3.134     0.06798
11.14     3.080     0.06754
11.16     3.116     0.06836
11.19     3.050     0.06646
11.22     3.105     0.07208
11.24     3.071     0.06829
11.27     3.071     0.07211
11.29     3.116     0.07164
11.32     3.110     0.07544
11.35     3.148     0.07450
11.37     3.099     0.07220
11.40     3.097     0.07642
11.43     3.160     0.07649
11.45     3.199     0.07466
11.48     3.190     0.07561
11.51     3.028     0.07457
11.54     3.124     0.07500
11.56     3.151     0.08391
11.59     2.986     0.08013
11.62     3.173     0.07800
11.65     2.910     0.07575
11.67     2.928     0.07312
11.70     3.053     0.07449
11.73     3.117     0.07424
11.76     2.966     0.07544
11.79     3.119     0.07861
11.81     2.973     0.07566
11.84     3.055     0.07539
11.87     2.974     0.07688
11.90     3.032     0.07421
11.93     3.067     0.07457
11.96     2.993     0.07275
11.99     2.945     0.07208
12.01     3.032     0.07123
12.04     2.997     0.07328
12.07     3.032     0.07316
12.10     2.902     0.06332
12.13     2.938     0.06830
12.16     2.953     0.07524
12.19     2.965     0.07151
12.22     3.058     0.07345
12.25     2.833     0.07001
12.28     2.897     0.07215
12.31     2.962     0.07222
12.34     2.928     0.07306
12.37     2.888     0.07157
12.40     2.927     0.07365
12.43     2.871     0.07177
12.46     2.845     0.07259
12.49     2.862     0.07368
12.52     2.931     0.07739
12.56     2.940     0.07616
12.59     2.830     0.07307
12.62     2.845     0.07326
12.65     2.887     0.08085
12.68     2.789     0.07423
12.71     2.930     0.08085
12.74     2.948     0.07828
12.78     2.895     0.08254
12.81     2.903     0.07985
12.84     2.877     0.07831
12.87     2.878     0.08219
12.90     2.820     0.08022
12.94     2.807     0.07861
12.97     2.857     0.08020
13.00     2.875     0.08119
13.03     2.816     0.07927
13.07     2.907     0.08113
13.10     2.938     0.08554
13.13     2.785     0.08023
13.17     3.071     0.08405
13.20     2.955     0.08418
13.23     2.999     0.08384
13.27     2.908     0.07994
13.30     2.864     0.08264
13.34     2.800     0.07773
13.37     2.959     0.07954
13.40     2.888     0.07972
13.44     2.920     0.08197
13.47     2.848     0.08343
13.51     2.779     0.08127
13.54     2.847     0.08573
13.58     2.775     0.08351
13.61     2.746     0.08306
13.65     2.643     0.07996
13.68     2.811     0.08669
13.72     2.958     0.08631
13.75     2.712     0.08331
13.79     2.745     0.08295
13.82     2.695     0.08117
13.86     2.922     0.09023
13.90     2.716     0.08329
13.93     2.780     0.08256
13.97     2.874     0.08499
14.01     2.765     0.08402
14.04     2.693     0.08315
14.08     2.627     0.08186
14.12     2.630     0.08308
14.15     2.944     0.08668
14.19     2.840     0.08725
14.23     2.698     0.08529
14.27     2.753     0.08376
14.30     2.715     0.08389
14.34     2.784     0.08578
14.38     2.752     0.08573
14.42     2.828     0.08448
14.46     2.617     0.08115
14.49     2.687     0.08296
14.53     2.876     0.08823
14.57     2.808     0.08138
14.61     2.597     0.08103
