Literature data from W.P.Abfalterer 2001   
Natural C (n,tot)
MeV        barns        barns (error)
3.415       2.5097     0.026198  
3.4178       2.5553      0.02601 
3.4206        2.623     0.026622 
3.4234       2.6006     0.026207 
3.4262       2.6224     0.026638 
3.429       2.5991     0.025984  
3.4318       2.5955     0.026398 
3.4346       2.6857      0.02675 
3.4375       2.6643     0.026696 
3.4403       2.5843     0.026202 
3.4431       2.6221     0.026228 
3.446       2.6119     0.026217  
3.4488        2.649     0.026463 
3.4516       2.6511     0.026254 
3.4545       2.6649     0.026341 
3.4573       2.6412     0.026182 
3.4602       2.6648     0.026271 
3.463       2.6203      0.02601  
3.4659       2.6621     0.026218 
3.4688       2.6408        0.026 
3.4716       2.6802     0.026557 
3.4745       2.6509     0.026056 
3.4774       2.6553     0.026421 
3.4802       2.6957     0.026202 
3.4831       2.6059     0.025518 
3.486       2.6903     0.026096  
3.4889        2.679     0.026066 
3.4918       2.6733     0.026196 
3.4947       2.7408     0.026811 
3.4976       2.6189     0.025814 
3.5005       2.6714      0.02673 
3.5034       2.7175     0.026614 
3.5063       2.6947     0.026999 
3.5092       2.7043     0.027058 
3.5121       2.6374     0.026412 
3.515       2.7092     0.026539  
3.518        2.688     0.026742  
3.5209       2.6845      0.02631 
3.5238       2.6595     0.026242 
3.5268       2.7138     0.026312 
3.5297       2.6568     0.025777 
3.5326       2.7219     0.026089 
3.5356       2.6506     0.025866 
3.5385       2.7262     0.026096 
3.5415       2.6872     0.026031 
3.5444       2.6648     0.025954 
3.5474       2.6855     0.026074 
3.5504       2.7182     0.026249 
3.5533       2.7012     0.026412 
3.5563        2.677     0.026033 
3.5593       2.6106     0.026038 
3.5623       2.6481     0.025979 
3.5652       2.7162     0.026505 
3.5682        2.649     0.026033 
3.5712       2.6352     0.026107 
3.5742       2.6965     0.026288 
3.5772       2.6678     0.026081 
3.5802       2.7162     0.026305 
3.5832       2.6058     0.025543 
3.5862       2.6973     0.025837 
3.5892       2.7041     0.025879 
3.5923       2.6717     0.025717 
3.5953       2.6139     0.025279 
3.5983       2.6851     0.025798 
3.6013       2.6598     0.025139 
3.6044       2.6323     0.025168 
3.6074       2.6341     0.025124 
3.6104          2.7     0.025229 
3.6135       2.6305      0.02471 
3.6165        2.605      0.02469 
3.6196       2.6366     0.024815 
3.6226       2.6301     0.024565 
3.6257       2.5978     0.024475 
3.6288       2.6151     0.024545 
3.6318       2.6431     0.024792 
3.6349       2.5745     0.024275 
3.638       2.6266     0.024675  
3.6411       2.6244     0.024482 
3.6441       2.6463     0.024491 
3.6472       2.6202     0.024326 
3.6503       2.5933     0.023995 
3.6534        2.577     0.023802 
3.6565       2.5925     0.023903 
3.6596       2.5779     0.023803 
3.6627        2.568     0.023884 
3.6658       2.5531      0.02347 
3.6689       2.5557     0.023724 
3.672       2.5369     0.023434  
3.6752       2.6226     0.024005 
3.6783       2.5161     0.023037 
3.6814       2.5517     0.023319 
3.6846       2.5779     0.023573 
3.6877       2.4898     0.022913 
3.6908       2.5256     0.023173 
3.694       2.5551     0.023172  
3.6971       2.4599     0.022887 
3.7003       2.5099     0.022881 
3.7034       2.5262     0.022994 
3.7066       2.5053     0.022825 
3.7098       2.4581     0.022537 
3.7129       2.4737     0.022576 
3.7161        2.527     0.022732 
3.7193       2.4797     0.022431 
3.7225       2.4457     0.022365 
3.7257       2.5113     0.022362 
3.7289       2.4515     0.022135 
3.7321       2.4656     0.022076 
3.7353       2.4487     0.022046 
3.7385       2.4347     0.021861 
3.7417       2.4488     0.021886 
3.7449       2.4456     0.021911 
3.7481       2.4047      0.02186 
3.7513       2.3608     0.021604 
3.7545        2.338     0.021431 
3.7578       2.3826     0.021809 
3.761       2.4127     0.021699  
3.7642       2.3317     0.021453 
3.7675        2.407     0.021994 
3.7707       2.4541     0.022031 
3.774       2.3863     0.021557  
3.7772       2.3981     0.021354 
3.7805       2.3822     0.021173 
3.7837       2.3179      0.02073 
3.787       2.3567     0.020819  
3.7903       2.3097      0.02048 
3.7936       2.3325     0.020477 
3.7968       2.3832     0.020756 
3.8001        2.299     0.020303 
3.8034       2.3362     0.020361 
3.8067       2.3175     0.020336 
3.81       2.3192     0.020351  
3.8133       2.2584     0.019705 
3.8166       2.3179     0.020278 
3.8199       2.2766     0.019931 
3.8232       2.2626     0.019819 
3.8265       2.1957     0.019521 
3.8298       2.2372      0.01971 
3.8332       2.2423      0.01946 
3.8365       2.2396     0.019491 
3.8398       2.2675     0.019548 
3.8432       2.2259     0.019256 
3.8465       2.2491     0.019334 
3.8499       2.2013     0.019133 
3.8532        2.256     0.019297 
3.8566       2.2258     0.019224 
3.8599       2.2232     0.019098 
3.8633       2.1609     0.018825 
3.8667       2.1933     0.019041 
3.87       2.1636     0.018859  
3.8734       2.1858     0.018849 
3.8768        2.169     0.018769 
3.8802       2.1549     0.018521 
3.8836       2.1432     0.018536 
3.887        2.167     0.018557  
3.8904       2.1381      0.01864 
3.8938       2.1232     0.018488 
3.8972       2.1096     0.018323 
3.9006       2.1072     0.018192 
3.904       2.0828     0.018183  
3.9074       2.1756     0.018362 
3.9109       2.1082     0.018215 
3.9143       2.1477     0.018207 
3.9177       2.0398     0.017813 
3.9212       2.0598     0.017823 
3.9246       2.0697      0.01797 
3.9281        2.055     0.017719 
3.9315       2.0303     0.017569 
3.935       2.0679     0.017702  
3.9385       2.0651      0.01768 
3.9419       2.0513     0.017571 
3.9454       2.0056      0.01744 
3.9489       2.0038     0.017493 
3.9524        2.042     0.017433 
3.9558        1.979     0.017226 
3.9594        1.974     0.017175 
3.9628       1.9559     0.017095 
3.9663       1.9781     0.017123 
3.9699       1.9909     0.017013 
3.9734       1.9871     0.016947 
3.9769       1.9333     0.016847 
3.9804       1.9669     0.016997 
3.9839       1.9362     0.016666 
3.9874       1.9149     0.016598 
3.991       1.9524     0.016632  
3.9945       1.9202     0.016604 
3.9981       1.8842     0.016416 
4.0016       1.9106     0.016488 
4.0052       1.9237     0.016484 
4.0087       1.9394     0.016468 
4.0123        1.904     0.016342 
4.0159        1.894      0.01636 
4.0194       1.8758     0.016207 
4.023       1.8736     0.016237  
4.0266        1.895     0.016223 
4.0302       1.8513     0.015998 
4.0338       1.8597     0.016051 
4.0374       1.8798     0.016126 
4.0409         1.87     0.016052 
4.0446       1.8728     0.016087 
4.0482        1.822     0.015798 
4.0518       1.9026      0.01611 
4.0554        1.887     0.015989 
4.059       1.8593     0.015971  
4.0627       1.8274     0.015806 
4.0663       1.8432     0.015767 
4.0699        1.833     0.015597 
4.0736       1.8025      0.01545 
4.0772       1.8107     0.015554 
4.0809        1.831      0.01551 
4.0845       1.8164     0.015421 
4.0882       1.8098     0.015448 
4.0919       1.7873     0.015342 
4.0955       1.8256      0.01551 
4.0992       1.7981     0.015351 
4.1029       1.7874     0.015384 
4.1066       1.8263     0.015395 
4.1103       1.8283     0.015407 
4.114       1.8112     0.015381  
4.1177       1.8393     0.015582 
4.1214       1.8251     0.015392 
4.1251       1.7948     0.015437 
4.1288       1.7862     0.015339 
4.1325       1.7844     0.015442 
4.1363       1.8437     0.015483 
4.14         1.85      0.01564  
4.1438       1.8578     0.015609 
4.1475       1.8462     0.015717 
4.1512       1.8502     0.015783 
4.155       1.9025     0.015961  
4.1588       1.8586     0.015897 
4.1625       1.9112     0.016121 
4.1663        1.904     0.016068 
4.1701        1.882     0.016021 
4.1739       1.9318     0.016243 
4.1776        1.937      0.01636 
4.1814        1.957     0.016464 
4.1852            2     0.016656 
4.189       2.0034     0.016505  
4.1928       2.0374     0.016833 
4.1966       2.0055     0.016731 
4.2004        2.022     0.016728 
4.2043       2.0885     0.017001 
4.2081       2.1118     0.017115 
4.2119        2.149     0.017302 
4.2158       2.0939      0.01707 
4.2196       2.1321     0.017279 
4.2235       2.1339     0.017289 
4.2273       2.1672     0.017344 
4.2312       2.1578     0.017265 
4.235       2.1962     0.017508  
4.2389       2.1879     0.017497 
4.2428       2.2188     0.017488 
4.2467        2.237     0.017557 
4.2505       2.2254     0.017476 
4.2544       2.2267     0.017561 
4.2583       2.2381     0.017549 
4.2622       2.2513     0.017495 
4.2661       2.2421     0.017514 
4.27        2.223     0.017425  
4.274       2.1939     0.017194  
4.2779       2.2302      0.01738 
4.2818       2.1984     0.017225 
4.2857       2.2375     0.017481 
4.2897       2.2131     0.017148 
4.2936       2.2222     0.017272 
4.2976       2.1567     0.017036 
4.3015       2.1874     0.017253 
4.3055       2.1577     0.017023 
4.3095       2.1731     0.017068 
4.3134       2.1552     0.017038 
4.3174       2.1184     0.016814 
4.3214       2.1589     0.016863 
4.3254       2.1202     0.016808 
4.3294       2.0794     0.016409 
4.3334       2.0951      0.01658 
4.3374       2.0573     0.016302 
4.3414        2.038     0.016272 
4.3454       2.0421     0.016158 
4.3494       2.0292     0.016054 
4.3534       2.0088     0.015955 
4.3575        1.989     0.015846 
4.3615       2.0057     0.015792 
4.3656       2.0038     0.015814 
4.3696       1.9715      0.01556 
4.3737       1.9502     0.015439 
4.3777       1.9411     0.015309 
4.3818       1.9347     0.015202 
4.3859       1.8982     0.015131 
4.3899       1.8999     0.015077 
4.394       1.8975     0.015007  
4.3981       1.9086     0.015017 
4.4022       1.8691     0.014812 
4.4063        1.854     0.014706 
4.4104       1.8318     0.014575 
4.4145       1.8358     0.014557 
4.4187       1.8071     0.014466 
4.4228       1.8366      0.01454 
4.4269       1.8414     0.014497 
4.431       1.8324     0.014456  
4.4352       1.7744     0.014239 
4.4393       1.7996     0.014224 
4.4435       1.7806     0.014157 
4.4476       1.7721     0.013967 
4.4518       1.7559     0.013854 
4.456       1.7192     0.013756  
4.4601       1.7217     0.013904 
4.4643       1.7263     0.013723 
4.4685       1.7041     0.013665 
4.4727       1.7082      0.01368 
4.4769       1.6888     0.013591 
4.4811       1.6983     0.013595 
4.4853       1.6962     0.013595 
4.4895       1.7397      0.01365 
4.4938       1.6619     0.013434 
4.498       1.6546     0.013329  
4.5022       1.6481     0.013278 
4.5065       1.6411     0.013231 
4.5107        1.661      0.01334 
4.515       1.6386     0.013388  
4.5192       1.6396     0.013395 
4.5235       1.6203     0.013302 
4.5278       1.6077     0.013259 
4.5321       1.5924      0.01319 
4.5363       1.5852     0.013286 
4.5406       1.5983     0.013164 
4.5449       1.5658      0.01307 
4.5492       1.6004     0.013223 
4.5535        1.576     0.013224 
4.5578       1.5895     0.013255 
4.5622       1.5622     0.013213 
4.5665       1.5579     0.013131 
4.5708       1.5596     0.013259 
4.5752       1.5392     0.013221 
4.5795       1.5402     0.013168 
4.5839       1.5237     0.013128 
4.5882       1.5164     0.013222 
4.5926       1.5128     0.013206 
4.597       1.5093     0.013131  
4.6013       1.4952     0.013006 
4.6057       1.5025     0.013041 
4.6101       1.5316     0.013043 
4.6145       1.4835      0.01294 
4.6189       1.4873     0.012918 
4.6233       1.4957       0.0129 
4.6277       1.4812     0.012834 
4.6321       1.4785     0.012763 
4.6366       1.4651     0.012666 
4.641       1.4892      0.01261  
4.6454       1.4678     0.012559 
4.6499       1.4418     0.012455 
4.6543       1.4445      0.01238 
4.6588       1.4365     0.012279 
4.6633       1.4279     0.012351 
4.6677       1.4251     0.012215 
4.6722       1.4282      0.01228 
4.6767       1.4505     0.012195 
4.6812       1.4347     0.012124 
4.6857       1.4435     0.012077 
4.6902       1.4107     0.011915 
4.6947       1.4065     0.011937 
4.6992       1.4178      0.01191 
4.7037       1.3934     0.011809 
4.7083       1.4101     0.011882 
4.7128       1.4106     0.011812 
4.7174       1.3842     0.011726 
4.7219       1.4149      0.01175 
4.7265       1.3505     0.011566 
4.731       1.3481     0.011491  
4.7356       1.3478      0.01151 
4.7402       1.3285     0.011486 
4.7448       1.3865      0.01156 
4.7493        1.367     0.011567 
4.7539       1.3438     0.011533 
4.7585        1.358     0.011479 
4.7632       1.3561      0.01151 
4.7678        1.354     0.011472 
4.7724       1.3196       0.0114 
4.777        1.369     0.011449  
4.7817       1.3751     0.011464 
4.7863       1.3473     0.011326 
4.7909       1.3296     0.011288 
4.7956       1.3361     0.011329 
4.8003       1.3105     0.011272 
4.805       1.2759     0.011179  
4.8096       1.3025     0.011237 
4.8143       1.3173     0.011341 
4.819       1.3073     0.011214  
4.8237       1.2951     0.011221 
4.8284       1.2862     0.011207 
4.8331       1.3016     0.011195 
4.8378       1.3067     0.011237 
4.8426       1.2945      0.01113 
4.8473       1.3068     0.011139 
4.852       1.2939      0.01109  
4.8568       1.3062     0.011071 
4.8615        1.302     0.011032 
4.8663        1.275     0.011014 
4.8711       1.2832     0.011018 
4.8758       1.2771     0.010945 
4.8806       1.2612     0.010906 
4.8854       1.3166      0.01103 
4.8902       1.2758     0.010892 
4.895       1.2889     0.010933  
4.8998       1.2908     0.010888 
4.9046       1.2865      0.01091 
4.9095       1.2601       0.0109 
4.9143       1.3176     0.010961 
4.9191       1.3165     0.011023 
4.924       1.3648     0.011232  
4.9288       1.3876     0.011199 
4.9337       1.3162     0.011017 
4.9385       1.2967     0.010879 
4.9434       1.2369     0.010694 
4.9483       1.2476      0.01065 
4.9532        1.229      0.01059 
4.9581       1.2207     0.010575 
4.963       1.2172     0.010547  
4.9679       1.2208     0.010524 
4.9728       1.2306     0.010575 
4.9778       1.2155     0.010519 
4.9827       1.1926     0.010484 
4.9876       1.2072     0.010462 
4.9926       1.1883     0.010487 
4.9975       1.1926     0.010483 
5.0025       1.1869     0.010571 
5.0075        1.201     0.010645 
5.0124       1.2079     0.010644 
5.0174       1.2018     0.010699 
5.0224       1.1829     0.010713 
5.0274       1.1869     0.010695 
5.0324        1.184     0.010717 
5.0374       1.1737     0.010675 
5.0425       1.1836     0.010689 
5.0475       1.2139     0.010791 
5.0525       1.1679     0.010636 
5.0576        1.176     0.010639 
5.0626       1.1847     0.010698 
5.0677       1.1791     0.010675 
5.0728       1.1624     0.010627 
5.0778       1.1564     0.010612 
5.0829       1.1492     0.010664 
5.088       1.1214     0.010592  
5.0931       1.1697     0.010701 
5.0982       1.1451     0.010702 
5.1033       1.1592     0.010816 
5.1084       1.1284     0.010779 
5.1136       1.1461     0.010828 
5.1187       1.1415     0.010799 
5.1238       1.1346     0.010787 
5.129       1.1105     0.010689  
5.1342       1.1408     0.010677 
5.1393       1.1105     0.010602 
5.1445       1.1426     0.010688 
5.1497       1.1419     0.010625 
5.1549        1.128     0.010582 
5.1601       1.1281     0.010553 
5.1653        1.137     0.010604 
5.1705       1.1289     0.010579 
5.1757        1.116     0.010545 
5.181        1.122     0.010497  
5.1862       1.1407     0.010538 
5.1915       1.1092     0.010529 
5.1967       1.1246     0.010522 
5.202       1.1129     0.010481  
5.2072       1.0763     0.010509 
5.2125       1.1133     0.010598 
5.2178        1.088     0.010658 
5.2231       1.0799     0.010816 
5.2284       1.1145      0.01106 
5.2337        1.071     0.011057 
5.239       1.0995     0.011197  
5.2444       1.0704     0.011211 
5.2497       1.0858     0.011381 
5.255       1.1007     0.011389  
5.2604       1.0626      0.01133 
5.2657       1.0708     0.011335 
5.2711       1.0783     0.011367 
5.2765       1.0469     0.011265 
5.2819       1.0553     0.011296 
5.2873       1.0651     0.011289 
5.2927       1.0567     0.011293 
5.293        1.059     0.003346  
5.2981       1.0731     0.011242 
5.3035       1.0631     0.011278 
5.3089       1.1403     0.011432 
5.3144       1.1347     0.011437 
5.3198       1.1567     0.011465 
5.3253        1.176     0.011636 
5.3307       1.2543     0.011864 
5.3362       1.3293     0.012196 
5.3417       1.4757     0.012843 
5.346        1.335     0.003872  
5.3472       1.5881      0.01332 
5.3527       1.6773      0.01373 
5.3582        1.708     0.013875 
5.3637       1.6658     0.013676 
5.3692       1.5738      0.01329 
5.3747       1.5177     0.012959 
5.3802        1.432     0.012563 
5.3858       1.3616     0.012389 
5.3913       1.3201     0.012098 
5.3969       1.3088     0.012033 
5.399        1.312     0.003759  
5.4025       1.2611     0.011785 
5.4081       1.2166     0.011685 
5.4137       1.2114     0.011618 
5.4192       1.2097     0.011569 
5.4248       1.1845      0.01155 
5.4305       1.2019     0.011449 
5.4361       1.1783      0.01137 
5.4417       1.1676     0.011389 
5.4474       1.1625     0.011278 
5.453       1.1539     0.011289  
5.454        1.175     0.003479  
5.4587       1.1484     0.011274 
5.4643       1.1117     0.011148 
5.47       1.1267     0.011128  
5.4757       1.0975     0.011092 
5.4814       1.1331     0.011178 
5.4871       1.1127     0.011158 
5.4928       1.1205     0.011095 
5.4985        1.116     0.011025 
5.5043        1.082     0.010985 
5.509        1.109     0.003363  
5.51        1.114     0.011041  
5.5157       1.1057     0.011003 
5.5215       1.1057     0.010982 
5.5273       1.0943     0.010967 
5.533       1.1092     0.010964  
5.5388       1.0848     0.010967 
5.5446       1.0963     0.010991 
5.5504       1.1012     0.011028 
5.5562        1.083       0.0109 
5.562       1.0856     0.010984  
5.564        1.086     0.003335  
5.5679       1.0958     0.010962 
5.5737       1.0674     0.010903 
5.5796       1.0796     0.010941 
5.5854       1.0774     0.010918 
5.5913       1.0821     0.010879 
5.5972       1.1013     0.010944 
5.6031       1.0825     0.010835 
5.609       1.0768     0.010768  
5.6149       1.0867     0.010806 
5.62        1.075      0.00332  
5.6208       1.0767     0.010804 
5.6267       1.0875     0.010783 
5.6326       1.0761     0.010732 
5.6386       1.0717      0.01073 
5.6445       1.0766     0.010726 
5.6505       1.0982     0.010742 
5.6564       1.0654     0.010622 
5.6624       1.0452     0.010584 
5.6684       1.0521      0.01063 
5.6744       1.0906     0.010697 
5.676        1.064      0.00328  
5.6804       1.0764     0.010624 
5.6864       1.0624     0.010554 
5.6925       1.0784     0.010604 
5.6985       1.0595      0.01057 
5.7045       1.0766     0.010554 
5.7106       1.0831     0.010545 
5.7167       1.0689     0.010492 
5.7227       1.0852     0.010509 
5.7288       1.0668     0.010454 
5.733        1.065     0.003236  
5.7349       1.0814     0.010444 
5.741       1.0457     0.010392  
5.7471       1.0504     0.010384 
5.7533       1.0661     0.010427 
5.7594       1.0536     0.010338 
5.7655       1.0823     0.010397 
5.7717        1.055     0.010348 
5.7779       1.0771     0.010345 
5.784         1.07     0.010327  
5.7902       1.0695     0.010308 
5.791        1.059     0.003202  
5.7964        1.075     0.010304 
5.8026       1.0791     0.010346 
5.8088       1.0802     0.010351 
5.815       1.0512     0.010209  
5.8213       1.0665      0.01024 
5.8275       1.0909     0.010348 
5.8338       1.1033     0.010312 
5.84       1.0839     0.010266  
5.8463        1.062     0.010182 
5.849        1.061     0.003191  
5.8526       1.0905     0.010315 
5.8589       1.0808     0.010257 
5.8652       1.0807     0.010257 
5.8715       1.0663     0.010233 
5.8778        1.072     0.010249 
5.8842       1.0936     0.010339 
5.8905       1.0739     0.010382 
5.8969       1.0716     0.010372 
5.9032        1.085     0.010396 
5.908        1.069     0.003226  
5.9096       1.0963     0.010396 
5.916       1.0716     0.010333  
5.9224       1.1105     0.010403 
5.9288       1.0804     0.010344 
5.9352       1.0974      0.01032 
5.9416       1.0844     0.010312 
5.9481       1.0787     0.010246 
5.9545       1.0795      0.01025 
5.961       1.0759     0.010205  
5.967        1.079     0.003217  
5.9675       1.0995     0.010311 
5.9739       1.0801     0.010267 
5.9804       1.1268     0.010411 
5.9869       1.0917     0.010259 
5.9934       1.1082     0.010327 
6       1.0828     0.010302
6.0065       1.0969     0.010367 
6.013       1.0967     0.010402  
6.0196       1.0922      0.01053 
6.0262       1.0904     0.010648 
6.027        1.092     0.003212  
6.0327       1.0891      0.01073 
6.0393       1.1196     0.010872 
6.0459       1.1028     0.011021 
6.0525       1.1341     0.011209 
6.0592        1.046     0.011334 
6.0658       1.0644     0.011717 
6.0724       1.0702     0.012551 
6.0791       1.0943     0.013874 
6.0858       1.1573     0.015799 
6.088        1.116     0.003239  
6.0924       1.2407     0.018146 
6.0991       1.2869     0.019914 
6.1058       1.2093     0.021165 
6.1125       1.2532     0.022438 
6.1192       1.1914     0.022994 
6.126       1.2346     0.023668  
6.1327       1.1596     0.023414 
6.1395       1.1906     0.023833 
6.1462       1.1747     0.023928 
6.149        1.156       0.0033  
6.153       1.2067     0.023963  
6.1598       1.1809     0.023943 
6.1666       1.2112      0.02452 
6.1734       1.2186     0.024296 
6.1802        1.286     0.024703 
6.187       1.3269     0.025038  
6.1939        1.385     0.025276 
6.2007       1.3951     0.025352 
6.2076       1.4171     0.025617 
6.211        1.312     0.003559  
6.2145       1.4583     0.026178 
6.2214       1.5678     0.026999 
6.2283       1.6027     0.027101 
6.2352       1.7341     0.028514 
6.2421       1.8994     0.029869 
6.249       1.9956     0.030899  
6.256       2.1691     0.032276  
6.2629       2.2438     0.033747 
6.2699       2.4278     0.035229 
6.273        2.015      0.00527  
6.2769       2.3955     0.035148 
6.2839       2.3207     0.034013 
6.2909       2.1768     0.032461 
6.2979       1.9537     0.030502 
6.3049       1.8181     0.029322 
6.312       1.6793     0.028018  
6.319       1.6336     0.027606  
6.3261        1.536     0.026687 
6.3332       1.5559     0.026633 
6.336        1.693     0.004366  
6.3403       1.4803     0.026578 
6.3474       1.4575     0.025834 
6.3545       1.3824     0.025158 
6.3616        1.289      0.02475 
6.3687       1.1809     0.023917 
6.3759       1.2125      0.02382 
6.383       1.1948     0.023866  
6.3902       1.1418     0.023703 
6.3974       1.1467      0.02354 
6.4        1.213     0.003375   
6.4046       1.1453     0.023339 
6.4118       1.0786     0.023332 
6.419       1.1397     0.023443  
6.4262       1.0878      0.02356 
6.4335       1.0785     0.023771 
6.4408        1.056     0.023746 
6.448       1.1495     0.024515  
6.4553        1.023     0.023806 
6.4626       1.0837      0.02425 
6.464        1.063     0.003093  
6.4699       1.0447      0.02365 
6.4772       1.0127     0.024058 
6.4846      0.92765      0.02332 
6.4919       1.0345     0.023776 
6.4993       1.0377     0.023854 
6.5066      0.95951     0.023408 
6.514       0.9874     0.023564  
6.5214      0.93301     0.023233 
6.5288      0.90585     0.022919 
6.529       0.9359     0.002927  
6.5362      0.82172     0.022299 
6.5437      0.78856      0.02206 
6.5511      0.73318     0.021674 
6.5586      0.75072     0.021304 
6.566      0.71026     0.021179  
6.5735      0.75006     0.021296 
6.581       0.7093     0.020978  
6.5885      0.79833     0.021306 
6.595        0.765       0.0027  
6.596      0.70892     0.020581  
6.6036      0.71037     0.020667 
6.6111      0.78704     0.020978 
6.6187      0.79724     0.021392 
6.6263      0.76821     0.021458 
6.6339      0.86451     0.021835 
6.6415      0.78193     0.021661 
6.6491      0.87606     0.022098 
6.6567      0.79269     0.021688 
6.661       0.8042     0.002727  
6.6643      0.76478     0.021487 
6.672        0.805     0.021574  
6.6796      0.80531     0.021698 
6.6873      0.80433     0.021494 
6.695      0.86423     0.021795  
6.7027      0.72115     0.021072 
6.7105      0.80202     0.021419 
6.7182      0.78813     0.021678 
6.7259      0.76437     0.021248 
6.728       0.8059     0.002724  
6.7337      0.80884     0.021471 
6.7415      0.82474     0.021564 
6.7492      0.75417     0.021161 
6.7571      0.75662      0.02137 
6.7649      0.77764     0.021334 
6.7727      0.75483     0.020987 
6.7805      0.83948     0.021603 
6.7884      0.76954      0.02143 
6.796       0.7789     0.002702  
6.7963      0.77442     0.021267 
6.8041      0.71174     0.021025 
6.812      0.73509       0.0211  
6.82      0.77436     0.021193  
6.8279      0.77798     0.020951 
6.8358      0.77391     0.020932 
6.8438      0.75834     0.020995 
6.8517      0.72398      0.02083 
6.8597       0.7762     0.021082 
6.864       0.7582      0.00266  
6.8677       0.7528     0.020627 
6.8757      0.76397      0.02081 
6.8837       0.7174     0.020378 
6.8918      0.75729     0.020821 
6.8998      0.72321     0.020707 
6.9079      0.74867     0.020758 
6.9159      0.74041       0.0205 
6.924      0.76657     0.020628  
6.9321      0.73055     0.020457 
6.933       0.7374     0.002625  
6.9403      0.76975     0.020687 
6.9484      0.72886     0.020362 
6.9566      0.71736     0.020324 
6.9647      0.73653     0.020522 
6.9729      0.71531     0.020413 
6.9811      0.69737     0.020294 
6.9893      0.73137     0.020379 
6.9975      0.71989     0.020378 
7.003       0.7216     0.002612  
7.0058      0.80143     0.020576 
7.014      0.74804     0.020316  
7.0223      0.71107     0.020064 
7.0306      0.68034     0.020318 
7.0388      0.73653     0.020159 
7.0472      0.71887     0.020327 
7.0555      0.67148     0.020158 
7.0638      0.71201     0.020206 
7.0722      0.77226     0.020618 
7.073       0.7182     0.002619  
7.0806      0.72963     0.020147 
7.0889       0.7503     0.020242 
7.0973      0.78785     0.020527 
7.1057      0.72526     0.020292 
7.1142      0.75545     0.020399 
7.1226      0.72762     0.020321 
7.1311      0.76266     0.020583 
7.1396      0.77474     0.020425 
7.144       0.7456     0.002671  
7.148      0.77674     0.020514  
7.1565      0.77157     0.020743 
7.1651       0.7887     0.020618 
7.1736       0.8483     0.021162 
7.1821      0.86853     0.021084 
7.1907       0.8772     0.021306 
7.1993      0.89325     0.021351 
7.2079      0.91314     0.021542 
7.216       0.8628      0.00285  
7.2165      0.97939      0.02186 
7.2251      0.99247     0.022088 
7.2338       1.0706     0.022381 
7.2424       1.1391     0.022708 
7.2511       1.1515       0.0231 
7.2598        1.244     0.023575 
7.2685       1.2965     0.024205 
7.2772       1.4016     0.025243 
7.286       1.4905     0.025693  
7.289        1.227     0.003416  
7.2947       1.5227     0.026144 
7.3035       1.5815     0.026622 
7.3123       1.7035     0.027551 
7.3211       1.6966      0.02766 
7.3299       1.7192     0.027804 
7.3387       1.7894     0.028432 
7.3476       1.7891     0.028415 
7.3564       1.8188     0.028557 
7.362        1.683     0.004318  
7.3653       1.8239     0.028554 
7.3742       1.7522     0.028238 
7.3831       1.8283     0.028344 
7.392       1.7949     0.027835  
7.401       1.8025       0.0281  
7.41       1.7636     0.027787  
7.4189       1.7561     0.027712 
7.4279       1.7601     0.027786 
7.436         1.78     0.004523  
7.437       1.8501     0.028047  
7.446       1.8296     0.027583  
7.455       1.7929     0.027312  
7.4641       1.8506     0.027496 
7.4732       1.7282     0.026925 
7.4823       1.7528     0.026581 
7.4914       1.7973     0.027301 
7.5005       1.7664      0.02693 
7.5096       1.7702     0.026646 
7.51        1.767     0.004457  
7.5188       1.7345     0.026314 
7.528        1.767     0.026371  
7.5372       1.7508     0.026517 
7.5464       1.7787     0.026576 
7.5556       1.6761     0.025884 
7.5648       1.6945     0.026056 
7.5741       1.7329     0.025584 
7.5834       1.7045     0.026132 
7.586         1.73      0.00435  
7.5927       1.7353     0.025947 
7.602       1.8724     0.026747  
7.6113       1.8298     0.026553 
7.6207       1.8348     0.026807 
7.6301       1.8277     0.027031 
7.6394       1.8329     0.027375 
7.6488       1.8964     0.028274 
7.6582       2.0085     0.030158 
7.662        1.841     0.004605  
7.6677       2.0814     0.031728 
7.6771       2.1269     0.032506 
7.6866       2.2036     0.033956 
7.6961        2.307     0.035685 
7.7056       2.3564     0.036573 
7.7151       2.3179     0.036092 
7.7247       2.3977     0.036453 
7.7342       2.3123     0.035914 
7.739        2.212      0.00576  
7.7438       2.2661     0.035978 
7.7534       2.1397     0.034367 
7.763       2.1472     0.034283  
7.7726       2.1272     0.033682 
7.7823       2.1377     0.033796 
7.792       2.1553     0.033974  
7.8016       2.1642      0.03358 
7.8113       2.0924     0.033432 
7.817        2.138     0.005539  
7.8211       2.1007     0.033003 
7.8308       2.0356     0.032548 
7.8406       2.0201     0.032711 
7.8503       2.0934     0.033355 
7.8601       1.9795        0.032 
7.8699        1.948     0.031385 
7.8798       2.0065      0.03205 
7.8896       1.9457     0.031425 
7.896        1.988     0.005103  
7.8995       1.9332     0.031278 
7.9094       1.9556     0.031454 
7.9193       1.9549     0.031054 
7.9292       1.9038     0.030311 
7.9392       1.9489      0.03043 
7.9491       1.9539     0.030461 
7.9591       1.9536     0.030055 
7.9691       1.8448     0.029383 
7.975        1.914     0.004826  
7.9791       1.9594     0.030322 
7.9892       1.8831      0.02958 
7.9992       1.9079     0.029859 
