Literature data from J.A. Harvey et al (1991) (to 5.29 MeV); R.W. Finlay et al (1993) (>5.29 MeV)
NatN(n,tot)
MeV        Barns       Error (Barns)
2.7607     1.2551      0.014752 
2.7671     1.2902      0.014711 
2.7734     1.2994      0.01484  
2.7798     1.3206      0.015016 
2.7861     1.3557      0.015218 
2.7926     1.379       0.015208 
2.799      1.3678      0.015018 
2.8054     1.375       0.014894 
2.8119     1.4111      0.014684 
2.8184     1.4355      0.014431 
2.8249     1.4096      0.014915 
2.8315     1.4166      0.015094 
2.838      1.4422      0.014978 
2.8446     1.4036      0.014945 
2.8512     1.4649      0.015125 
2.8579     1.4606      0.014956 
2.8645     1.4704      0.015135 
2.8712     1.4468      0.014885 
2.8779     1.4544      0.015057 
2.8846     1.5035      0.01506  
2.8914     1.4696      0.015063 
2.8982     1.4767      0.014917 
2.905      1.4986      0.014852 
2.9118     1.502       0.014764 
2.9186     1.5244      0.014665 
2.9255     1.5317      0.014932 
2.9296     1.5613      0.033105 
2.931      1.574       0.033159 
2.9324     1.5407      0.033412 
2.9338     1.5288      0.033374 
2.9352     1.6168      0.033333 
2.9366     1.568       0.033138 
2.9379     1.5444      0.033474 
2.9393     1.5436      0.033552 
2.9407     1.6083      0.033419 
2.9421     1.5808      0.033571 
2.9435     1.6049      0.033702 
2.9449     1.652       0.033711 
2.9463     1.696       0.0339   
2.9477     1.7369      0.03386  
2.9491     1.7693      0.034259 
2.9504     1.842       0.034204 
2.9518     1.9121      0.034374 
2.9532     2.0189      0.034932 
2.9546     2.1806      0.035565 
2.956      2.3522      0.036232 
2.9574     2.4721      0.036906 
2.9588     2.4825      0.037096 
2.9602     2.472       0.036922 
2.9616     2.3695      0.036423 
2.963      2.1834      0.036459 
2.9644     2.0976      0.036524 
2.9658     1.9304      0.035671 
2.9672     1.8195      0.035392 
2.9687     1.7876      0.035396 
2.9701     1.725       0.03516  
2.9715     1.7572      0.035286 
2.9729     1.6287      0.03531  
2.9743     1.6819      0.034904 
2.9757     1.6524      0.035206 
2.9771     1.6118      0.035647 
2.9785     1.5907      0.03571  
2.9799     1.6482      0.036322 
2.9814     1.6782      0.036342 
2.9835     1.577       0.025712 
2.9863     1.5859      0.025587 
2.9892     1.5697      0.025889 
2.992      1.5871      0.025822 
2.9949     1.5877      0.025978 
2.9977     1.5966      0.026346 
3.0006     1.5833      0.026404 
3.0034     1.5601      0.026736 
3.0063     1.6177      0.026888 
3.0092     1.5941      0.026795 
3.012      1.5915      0.026782 
3.0149     1.6026      0.026879 
3.0178     1.5759      0.026649 
3.0207     1.5642      0.026877 
3.0236     1.612       0.02653  
3.0265     1.58        0.026507 
3.0294     1.6197      0.026464 
3.0323     1.5513      0.026678 
3.0352     1.596       0.026735 
3.0381     1.5804      0.026759 
3.041      1.5968      0.026384 
3.0439     1.5875      0.026516 
3.0469     1.5845      0.026526 
3.0498     1.5957      0.026283 
3.0527     1.6166      0.026465 
3.0557     1.6114      0.026266 
3.0586     1.621       0.026191 
3.0616     1.6579      0.026494 
3.0645     1.6537      0.026611 
3.0675     1.6744      0.026573 
3.0704     1.6789      0.026459 
3.0734     1.6844      0.026519 
3.0763     1.7159      0.026703 
3.0793     1.6951      0.026671 
3.0823     1.72        0.026681 
3.0853     1.7163      0.026573 
3.0883     1.6854      0.02633  
3.0912     1.676       0.026375 
3.0942     1.6942      0.02644  
3.0972     1.7333      0.026522 
3.1002     1.6266      0.026416 
3.1032     1.6069      0.02648  
3.1063     1.6718      0.026303 
3.1093     1.6605      0.026211 
3.1119     1.6436      0.03015  
3.1142     1.6403      0.029965 
3.1164     1.6569      0.030419 
3.1187     1.6328      0.030322 
3.121      1.6377      0.030142 
3.1233     1.5914      0.030089 
3.1256     1.656       0.02988  
3.1278     1.6426      0.029975 
3.1301     1.7446      0.02998  
3.1324     1.6858      0.03035  
3.1347     1.6438      0.03039  
3.137      1.6468      0.030466 
3.1393     1.6979      0.030631 
3.1416     1.6977      0.030427 
3.1439     1.729       0.03029  
3.1462     1.6845      0.030618 
3.1485     1.7485      0.030507 
3.1508     1.6822      0.030909 
3.1531     1.6679      0.030972 
3.1554     1.7226      0.030861 
3.1577     1.6529      0.030521 
3.16       1.751       0.030158 
3.1624     1.7338      0.029839 
3.1647     1.734       0.029881 
3.167      1.6614      0.03007  
3.1693     1.708       0.030184 
3.1717     1.7131      0.030291 
3.174      1.7213      0.030297 
3.1763     1.7147      0.030368 
3.1787     1.8374      0.030078 
3.181      1.7492      0.030068 
3.1834     1.7985      0.030326 
3.1857     1.8362      0.030522 
3.1881     1.8233      0.030557 
3.1904     1.7868      0.030515 
3.1928     1.8158      0.030253 
3.1951     1.8326      0.030346 
3.1975     1.8832      0.030598 
3.1998     1.8835      0.030798 
3.2022     1.8624      0.030997 
3.2046     1.8907      0.031044 
3.2069     1.92        0.03105  
3.2093     1.9888      0.031351 
3.2117     1.9281      0.03161  
3.2141     1.9746      0.031299 
3.2164     1.9159      0.030685 
3.2188     1.9173      0.030692 
3.2212     1.961       0.030981 
3.2236     1.947       0.030657 
3.226      1.9403      0.030679 
3.2284     1.8698      0.030743 
3.2308     1.8289      0.031047 
3.2332     1.8483      0.031391 
3.2356     1.7838      0.03115  
3.238      1.7754      0.030649 
3.2404     1.7629      0.030313 
3.2428     1.7493      0.030127 
3.2452     1.6966      0.030345 
3.2476     1.7416      0.03049  
3.25       1.6429      0.030625 
3.2525     1.6868      0.030533 
3.2549     1.6668      0.030394 
3.2573     1.56        0.030073 
3.2597     1.6494      0.029851 
3.2622     1.6632      0.029784 
3.2646     1.6264      0.030507 
3.267      1.6047      0.030515 
3.2715     1.6029      0.018544 
3.278      1.5883      0.018525 
3.2846     1.6102      0.018523 
3.2911     1.5522      0.018402 
3.2977     1.5876      0.018204 
3.3043     1.5393      0.018065 
3.3109     1.5779      0.01814  
3.3176     1.5558      0.018217 
3.3242     1.572       0.018311 
3.3309     1.5373      0.01807  
3.3376     1.5558      0.01825  
3.3444     1.5278      0.018382 
3.3511     1.5534      0.018404 
3.3579     1.5405      0.018367 
3.3646     1.5439      0.018463 
3.3715     1.5095      0.018338 
3.3783     1.5277      0.018158 
3.3851     1.5757      0.018259 
3.392      1.5708      0.01832  
3.3989     1.5467      0.018336 
3.4058     1.5374      0.018203 
3.4127     1.5096      0.018209 
3.4197     1.524       0.018039 
3.4266     1.5171      0.018054 
3.4336     1.5306      0.018162 
3.4407     1.5308      0.018378 
3.4477     1.5225      0.018114 
3.4547     1.5046      0.018303 
3.4592     1.5424      0.036869 
3.4609     1.5386      0.03694  
3.4627     1.5012      0.036569 
3.4645     1.5111      0.036619 
3.4663     1.5429      0.03684  
3.468      1.4792      0.036902 
3.4698     1.5322      0.036931 
3.4716     1.4851      0.036851 
3.4734     1.5381      0.036723 
3.4752     1.5371      0.036877 
3.4769     1.586       0.036941 
3.4787     1.5394      0.036907 
3.4805     1.4757      0.037179 
3.4823     1.5243      0.03712  
3.4841     1.5804      0.037187 
3.4859     1.4869      0.036992 
3.4877     1.5742      0.037015 
3.4895     1.5948      0.037084 
3.4913     1.6041      0.037502 
3.4931     1.6689      0.037718 
3.4949     1.7051      0.037657 
3.4967     1.785       0.037777 
3.4985     1.8368      0.038107 
3.5003     1.91        0.038284 
3.5021     2.0809      0.038639 
3.5039     2.1464      0.039089 
3.5057     2.2648      0.039521 
3.5075     2.2615      0.039593 
3.5093     2.2039      0.039413 
3.5111     2.2569      0.03919  
3.5129     2.0398      0.0385   
3.5147     2.076       0.038056 
3.5165     1.9583      0.037813 
3.5184     1.9111      0.038057 
3.5202     1.9139      0.037913 
3.522      1.7511      0.037768 
3.5238     1.8085      0.037437 
3.5256     1.7932      0.037362 
3.5275     1.7188      0.037539 
3.5293     1.6907      0.037379 
3.5311     1.7562      0.03739  
3.5329     1.7704      0.037456 
3.5348     1.7354      0.037316 
3.5366     1.7924      0.037251 
3.5384     1.7633      0.037382 
3.5403     1.7332      0.037365 
3.5421     1.7759      0.037443 
3.5439     1.7798      0.037314 
3.5458     1.8043      0.037506 
3.5476     1.7468      0.037848 
3.5494     1.8473      0.038421 
3.5513     1.8436      0.038176 
3.5531     1.8275      0.038365 
3.555      1.8781      0.038315 
3.5568     1.9675      0.038451 
3.5587     1.923       0.038331 
3.5605     2.0419      0.038458 
3.5624     2.0745      0.038362 
3.5642     2.0382      0.038487 
3.5661     2.1067      0.038763 
3.5679     2.1309      0.039058 
3.5698     2.1562      0.039105 
3.5716     2.1822      0.039205 
3.5735     2.2002      0.039355 
3.5754     2.1115      0.039163 
3.5772     2.1495      0.039364 
3.5791     2.0145      0.039433 
3.5809     1.9671      0.039388 
3.5828     1.9671      0.038787 
3.5847     1.8317      0.038526 
3.5865     1.8543      0.038243 
3.5884     1.8664      0.038125 
3.5903     1.818       0.037687 
3.5922     1.8324      0.037899 
3.594      1.7977      0.038242 
3.5959     1.8214      0.038014 
3.5978     1.7342      0.037976 
3.5997     1.7097      0.037945 
3.6015     1.6769      0.038115 
3.6034     1.6971      0.038135 
3.6053     1.7093      0.038014 
3.6072     1.6863      0.037967 
3.6091     1.6484      0.037664 
3.611      1.6523      0.037918 
3.6129     1.68        0.037779 
3.6148     1.6241      0.037945 
3.6166     1.7009      0.038345 
3.6185     1.685       0.037988 
3.6204     1.655       0.037962 
3.6238     1.6514      0.023992 
3.6285     1.6514      0.024075 
3.6333     1.6828      0.024066 
3.638      1.6324      0.023893 
3.6428     1.6792      0.02408  
3.6476     1.6534      0.024003 
3.6524     1.6096      0.023937 
3.6572     1.6688      0.024093 
3.662      1.6523      0.024306 
3.6669     1.6266      0.024258 
3.6717     1.6876      0.02406  
3.6765     1.6565      0.02415  
3.6814     1.6634      0.024158 
3.6863     1.6676      0.024239 
3.6911     1.6276      0.024312 
3.696      1.6866      0.024322 
3.7009     1.6535      0.024364 
3.7058     1.6823      0.024207 
3.7107     1.6935      0.024359 
3.7157     1.6162      0.024433 
3.7206     1.6851      0.024377 
3.7256     1.704       0.024618 
3.7305     1.7005      0.024543 
3.7355     1.6822      0.02463  
3.7404     1.7119      0.024467 
3.7454     1.6108      0.024336 
3.7504     1.7362      0.024467 
3.7554     1.6939      0.024637 
3.7604     1.7217      0.025015 
3.7655     1.7261      0.025105 
3.7705     1.7238      0.024998 
3.7755     1.7242      0.025053 
3.7806     1.7099      0.024967 
3.7857     1.742       0.024978 
3.7907     1.7126      0.025436 
3.7958     1.7399      0.025463 
3.8009     1.7223      0.025195 
3.806      1.7474      0.025085 
3.8111     1.7134      0.02498  
3.8163     1.6946      0.024986 
3.8214     1.7559      0.024973 
3.8265     1.7307      0.024977 
3.8317     1.7765      0.025203 
3.8369     1.7787      0.025316 
3.842      1.7824      0.025265 
3.8472     1.8189      0.025343 
3.8524     1.821       0.025481 
3.8576     1.8057      0.025426 
3.8629     1.7989      0.025513 
3.8681     1.7857      0.025452 
3.8733     1.859       0.025371 
3.8786     1.859       0.025472 
3.8839     1.8354      0.025421 
3.8891     1.8101      0.02537  
3.8944     1.8318      0.025423 
3.8997     1.8389      0.025474 
3.905      1.8797      0.025442 
3.9082     1.9363      0.056937 
3.9093     1.8639      0.056796 
3.9103     1.8359      0.056633 
3.9114     1.9547      0.057299 
3.9125     1.8624      0.056953 
3.9135     1.8595      0.057253 
3.9146     1.9007      0.057452 
3.9157     1.7675      0.057327 
3.9167     1.7253      0.057523 
3.9178     1.853       0.057931 
3.9189     2.094       0.058124 
3.9199     1.9324      0.057903 
3.921      2.0306      0.057834 
3.9221     1.8393      0.058038 
3.9231     1.8468      0.05773  
3.9242     1.9462      0.058027 
3.9253     1.8874      0.05776  
3.9264     1.8244      0.057789 
3.9274     1.9339      0.05786  
3.9285     1.9437      0.056911 
3.9296     1.8593      0.058054 
3.9306     1.957       0.057332 
3.9317     1.8762      0.057614 
3.9328     1.945       0.057725 
3.9339     1.8851      0.058245 
3.9349     1.8671      0.057929 
3.936      1.8997      0.058429 
3.9371     1.917       0.057879 
3.9382     2.0116      0.057586 
3.9392     1.9624      0.058166 
3.9403     2.0551      0.05887  
3.9414     1.9707      0.059219 
3.9425     1.9768      0.059059 
3.9435     1.7988      0.058605 
3.9446     1.8576      0.057945 
3.9457     1.9363      0.058505 
3.9468     1.9213      0.059022 
3.9479     1.8831      0.058675 
3.9489     1.9063      0.058215 
3.95       1.8726      0.05817  
3.9533     1.8888      0.025962 
3.9587     1.8981      0.025941 
3.9641     1.8994      0.026141 
3.9695     1.9043      0.026223 
3.975      1.9102      0.026064 
3.9805     1.9058      0.026355 
3.9859     1.9162      0.026248 
3.9914     1.9299      0.026045 
3.9953     1.9296      0.041252 
3.9975     1.9552      0.041599 
3.9997     1.8834      0.041523 
4.0019     1.9676      0.041588 
4.0041     1.8677      0.041403 
4.0063     1.9371      0.041432 
4.0085     1.9324      0.041231 
4.0107     1.968       0.041387 
4.0129     2.0256      0.041405 
4.0151     1.9473      0.041871 
4.0173     1.986       0.042335 
4.0196     1.9434      0.042014 
4.0218     2.0029      0.041944 
4.024      1.9553      0.04182  
4.0262     2.0452      0.041665 
4.0285     1.9631      0.041328 
4.0307     1.9579      0.041597 
4.0329     2.0715      0.041773 
4.0351     2.0101      0.042083 
4.0374     2.0669      0.041998 
4.0396     2.0645      0.042423 
4.0418     2.0847      0.042457 
4.0441     2.1105      0.042619 
4.0463     2.085       0.043127 
4.0486     2.1584      0.042841 
4.0508     2.0752      0.042967 
4.0531     2.122       0.043025 
4.0553     2.2304      0.043394 
4.0576     2.2213      0.042755 
4.0598     2.1896      0.042599 
4.0621     2.1968      0.042896 
4.0643     2.1749      0.042909 
4.0666     2.1817      0.042892 
4.0688     2.1304      0.042606 
4.0711     2.158       0.042885 
4.0734     2.0832      0.042463 
4.0756     2.027       0.04233  
4.0779     2.0813      0.042165 
4.0802     2.0695      0.042051 
4.0824     1.9592      0.042513 
4.0847     2.088       0.042156 
4.087      2.0269      0.042167 
4.0892     2.1528      0.041905 
4.0915     1.9912      0.042015 
4.0938     2.0165      0.042197 
4.0978     2.0756      0.026841 
4.1035     2.0632      0.026643 
4.1092     2.036       0.026832 
4.115      2.0904      0.026913 
4.1207     2.1119      0.026997 
4.1265     2.1048      0.026859 
4.1323     2.1739      0.027261 
4.1381     2.1622      0.027431 
4.1439     2.1582      0.02749  
4.1497     2.1897      0.027325 
4.1555     2.2606      0.027303 
4.1614     2.2542      0.027545 
4.1672     2.3119      0.027555 
4.1731     2.2901      0.027469 
4.1789     2.2867      0.027641 
4.1848     2.3392      0.027747 
4.1907     2.3937      0.027648 
4.1966     2.3276      0.027696 
4.2026     2.2965      0.027574 
4.2085     2.3441      0.027659 
4.2145     2.3375      0.02742  
4.2204     2.2963      0.02718  
4.2264     2.2804      0.027305 
4.2324     2.305       0.027561 
4.2384     2.248       0.027531 
4.2444     2.2075      0.027386 
4.2504     2.2117      0.027395 
4.2565     2.1731      0.02763  
4.2625     2.2058      0.027931 
4.2686     2.119       0.028065 
4.2747     2.1171      0.029276 
4.2808     2.0383      0.030642 
4.2869     2.0007      0.030505 
4.293      2.0237      0.030153 
4.2991     1.986       0.030162 
4.3053     1.9625      0.030089 
4.3114     1.8342      0.030235 
4.3176     1.9377      0.030297 
4.3238     1.8542      0.030128 
4.33       1.8487      0.030072 
4.3362     1.8339      0.030267 
4.3399     1.805       0.067384 
4.3412     1.7576      0.067107 
4.3424     1.9217      0.067509 
4.3436     1.9436      0.067297 
4.3449     1.8159      0.067294 
4.3461     1.8214      0.066919 
4.3474     1.86        0.067354 
4.3486     1.7123      0.068724 
4.3499     1.8748      0.068124 
4.3511     1.7967      0.068102 
4.3524     1.7959      0.068274 
4.3536     1.8663      0.068188 
4.3549     1.7602      0.06828  
4.3561     1.8029      0.068252 
4.3574     1.7871      0.067325 
4.3586     1.8583      0.067364 
4.3599     1.9708      0.067631 
4.3612     1.8916      0.06718  
4.3624     1.941       0.06728  
4.3637     1.9519      0.067279 
4.3649     1.8027      0.066533 
4.3662     1.7082      0.067347 
4.3674     1.7854      0.067789 
4.3687     1.7344      0.067392 
4.3699     1.7422      0.06658  
4.3712     1.6588      0.066956 
4.3725     1.8028      0.066803 
4.3737     1.7215      0.066547 
4.375      1.6623      0.065988 
4.3762     1.7687      0.066589 
4.3775     1.7404      0.066663 
4.3788     1.8434      0.066209 
4.38       1.5987      0.066473 
4.3813     1.7075      0.066902 
4.3826     1.5352      0.067279 
4.3863     1.7266      0.029826 
4.3927     1.694       0.029603 
4.399      1.7366      0.029613 
4.4054     1.6347      0.02968  
4.4118     1.6525      0.029657 
4.4181     1.6971      0.029317 
4.4246     1.6117      0.029012 
4.431      1.6288      0.028967 
4.4374     1.6141      0.029216 
4.4438     1.5832      0.029134 
4.4503     1.6105      0.029234 
4.4568     1.5869      0.029441 
4.4633     1.6336      0.029581 
4.4698     1.6079      0.029489 
4.4763     1.6755      0.029586 
4.4828     1.6982      0.029703 
4.4893     1.6454      0.029502 
4.4959     1.656       0.029452 
4.4998     1.6371      0.065886 
4.5012     1.7405      0.065531 
4.5025     1.6104      0.064802 
4.5038     1.4723      0.065359 
4.5051     1.5962      0.066234 
4.5064     1.6408      0.0654   
4.5077     1.522       0.066005 
4.5091     1.6602      0.066421 
4.5104     1.797       0.066404 
4.5117     1.7838      0.066078 
4.513      1.8007      0.065623 
4.5143     1.8213      0.066029 
4.5157     1.6954      0.06588  
4.517      1.7219      0.065991 
4.5183     1.6039      0.065699 
4.5196     1.5909      0.06615  
4.521      1.582       0.065476 
4.5223     1.6467      0.065863 
4.5236     1.5693      0.065453 
4.5249     1.576       0.066711 
4.5263     1.6121      0.066468 
4.5276     1.6652      0.066358 
4.5289     1.6171      0.066287 
4.5302     1.6991      0.065965 
4.5316     1.704       0.065301 
4.5329     1.5929      0.065237 
4.5342     1.6765      0.065175 
4.5369     1.616       0.037922 
4.5409     1.6382      0.03807  
4.5449     1.6122      0.038143 
4.5489     1.6027      0.038074 
4.5529     1.6683      0.038013 
4.5569     1.652       0.037644 
4.5609     1.7092      0.038046 
4.565      1.5987      0.038181 
4.569      1.6621      0.037954 
4.573      1.6312      0.037918 
4.5771     1.6474      0.03795  
4.5811     1.7187      0.03808  
4.5852     1.6704      0.038093 
4.5892     1.8091      0.038614 
4.5933     1.7674      0.039191 
4.5974     1.8468      0.03915  
4.6015     1.7868      0.038899 
4.6055     1.7767      0.038646 
4.6096     1.8308      0.038772 
4.6137     1.8272      0.038539 
4.6178     1.8244      0.03857  
4.6219     1.7192      0.03842  
4.626      1.7502      0.038175 
4.6301     1.6498      0.03832  
4.6343     1.6905      0.038411 
4.6384     1.5979      0.0381   
4.6425     1.5474      0.037893 
4.6467     1.5303      0.038017 
4.6508     1.5378      0.037869 
4.6549     1.5793      0.037665 
4.6591     1.5047      0.037652 
4.6633     1.4467      0.037669 
4.6674     1.4138      0.037482 
4.6716     1.4038      0.037246 
4.6758     1.3682      0.037265 
4.6799     1.3767      0.037014 
4.6841     1.3608      0.037229 
4.6883     1.4247      0.037053 
4.6925     1.3111      0.037028 
4.6967     1.3187      0.037214 
4.7009     1.348       0.037017 
4.7052     1.2848      0.036861 
4.7094     1.2291      0.037087 
4.7136     1.2419      0.036741 
4.7178     1.2025      0.036786 
4.7221     1.2347      0.03665  
4.7263     1.17        0.036597 
4.7306     1.2003      0.036729 
4.7348     1.1813      0.036422 
4.7391     1.1371      0.036325 
4.7433     1.1747      0.03632  
4.7462     1.1451      0.0622   
4.7476     1.2088      0.06254  
4.749      1.1489      0.062939 
4.7505     1.1551      0.062767 
4.7519     1.0945      0.062331 
4.7533     1.1385      0.062633 
4.7548     1.0929      0.062669 
4.7562     1.0797      0.061736 
4.7576     1.0428      0.062816 
4.759      1.196       0.062266 
4.7605     1.1232      0.063499 
4.7619     1.1421      0.062594 
4.7633     1.1285      0.063306 
4.7648     1.1606      0.063685 
4.7662     1.2224      0.062869 
4.7676     1.2318      0.063034 
4.7691     1.1625      0.063167 
4.7705     1.19        0.063056 
4.7719     1.1302      0.063475 
4.7734     1.1288      0.063079 
4.7748     0.98414     0.063098 
4.7762     1.0856      0.063074 
4.7777     1.1256      0.062916 
4.7791     1.0665      0.063225 
4.7806     0.96377     0.062696 
4.782      1.0622      0.063093 
4.7834     1.0956      0.062317 
4.7849     1.086       0.062306 
4.7863     0.94254     0.06265  
4.7878     1.1471      0.062706 
4.7892     1.0228      0.062972 
4.7907     1.006       0.063199 
4.7921     1.1291      0.062993 
4.7936     1.0697      0.062406 
4.795      1.1308      0.062767 
4.7964     1.012       0.063068 
4.7979     1.1062      0.0633   
4.7993     1.0385      0.062972 
4.8008     1.0843      0.062938 
4.8022     1.1499      0.062423 
4.8037     1.0139      0.06263  
4.8051     1.0387      0.063436 
4.8066     1.1262      0.062646 
4.808      1.1601      0.062812 
4.8095     0.99781     0.063036 
4.811      1.0175      0.062747 
4.8124     1.0546      0.063275 
4.8139     1.1197      0.06321  
4.8153     1.011       0.063173 
4.8168     1.087       0.062619 
4.8182     0.90122     0.06339  
4.8197     1.0632      0.06283  
4.8211     1.0103      0.063629 
4.8226     1.0372      0.063469 
4.8241     0.98932     0.063094 
4.8255     0.90425     0.06376  
4.827      1.0059      0.063026 
4.8284     0.90941     0.062102 
4.8299     0.90465     0.063584 
4.8314     0.98919     0.063306 
4.8328     0.98742     0.063379 
4.8343     1.0262      0.062292 
4.8358     1.0536      0.06241  
4.8372     1.0004      0.062464 
4.8387     0.96838     0.062629 
4.8402     0.90733     0.063111 
4.8416     1.0078      0.062335 
4.8431     0.95327     0.063003 
4.8446     1.1214      0.062708 
4.846      1.042       0.063139 
4.8475     1.0203      0.06278  
4.849      0.89762     0.063288 
4.8504     1.1033      0.06249  
4.8519     1.0807      0.063277 
4.8534     1.0785      0.062556 
4.8549     1.0715      0.062813 
4.8563     1.0638      0.063955 
4.8578     0.90366     0.063895 
4.8593     1.0469      0.063144 
4.8608     1.0116      0.062529 
4.8622     1.0623      0.062904 
4.8637     1.0739      0.062835 
4.8652     1.0081      0.063087 
4.8667     1.0251      0.063621 
4.8682     1.0258      0.062581 
4.8696     1.048       0.062566 
4.8711     1.0323      0.06319  
4.8726     0.96683     0.062611 
4.8741     1.0177      0.062985 
4.8756     0.94937     0.062994 
4.877      1.0506      0.062825 
4.8785     1.0633      0.062266 
4.88       0.83239     0.063446 
4.8815     1.0549      0.062388 
4.883      0.92404     0.062857 
4.8845     1.038       0.062331 
4.886      0.93549     0.062396 
4.8874     1.0123      0.062415 
4.8889     0.96676     0.062699 
4.8904     1.059       0.062302 
4.8919     1.0121      0.062192 
4.8934     0.99304     0.063601 
4.8949     0.9973      0.06206  
4.8964     1.104       0.06233  
4.8979     1.0389      0.062627 
4.8994     1.0704      0.063456 
4.9009     1.1267      0.063556 
4.9024     1.0862      0.062536 
4.9039     1.1305      0.062725 
4.9054     1.0535      0.062888 
4.9069     1.1114      0.062753 
4.9084     0.99779     0.062785 
4.9099     1.0615      0.063664 
4.9114     1.1072      0.061986 
4.9129     0.95739     0.063185 
4.9144     1.0474      0.062847 
4.9159     0.97556     0.062943 
4.9174     1.0178      0.062191 
4.9189     1.1119      0.063148 
4.9204     1.0223      0.062918 
4.9219     1.1434      0.062589 
4.9234     1.125       0.062862 
4.9249     0.97151     0.062683 
4.9264     1.0269      0.062664 
4.9279     1.0164      0.062958 
4.9294     1.0298      0.06143  
4.9309     1.093       0.061588 
4.9324     1.0743      0.060939 
4.9339     1.1222      0.060367 
4.9354     1.0853      0.060541 
4.9369     0.99849     0.061137 
4.9385     1.0657      0.060612 
4.94       1.0807      0.061526 
4.9415     1.1191      0.062425 
4.943      1.0454      0.062474 
4.9445     1.0833      0.062608 
4.946      1.043       0.062795 
4.9475     1.1516      0.062863 
4.9491     1.0543      0.063241 
4.9506     1.0553      0.062818 
4.9521     1.0489      0.06257  
4.9536     0.93678     0.062461 
4.9551     1.0899      0.062535 
4.9567     1.0478      0.063087 
4.9605     1.0011      0.031374 
4.9666     1.0337      0.031333 
4.9727     1.0442      0.031432 
4.9788     1.0076      0.031429 
4.9849     1.0976      0.031537 
4.991      1.1143      0.031466 
4.9972     1.0412      0.031739 
5.0034     1.0989      0.031653 
5.0095     1.1336      0.031612 
5.0157     1.1776      0.031581 
5.0219     1.1565      0.031729 
5.0281     1.1761      0.031749 
5.0343     1.2036      0.031782 
5.0406     1.2031      0.031964 
5.0468     1.2351      0.031914 
5.0531     1.2564      0.032161 
5.0593     1.1876      0.032226 
5.0656     1.3141      0.032213 
5.0719     1.2569      0.03235  
5.0782     1.2849      0.03219  
5.0845     1.3232      0.0324   
5.0909     1.369       0.032168 
5.0972     1.4292      0.032284 
5.1035     1.3299      0.032303 
5.1099     1.4481      0.032365 
5.1163     1.4663      0.032658 
5.1227     1.4629      0.033012 
5.1291     1.5013      0.032829 
5.1355     1.4811      0.03273  
5.1419     1.484       0.032692 
5.1483     1.4796      0.032892 
5.1548     1.5116      0.032628 
5.1612     1.4996      0.032678 
5.1677     1.4628      0.032678 
5.1742     1.5026      0.032609 
5.1807     1.5112      0.033108 
5.1872     1.4577      0.032888 
5.1937     1.4855      0.032832 
5.2002     1.4839      0.032832 
5.2068     1.5111      0.032984 
5.2133     1.552       0.032658 
5.2199     1.4993      0.032672 
5.2265     1.5054      0.032723 
5.2331     1.5289      0.032598 
5.2397     1.4946      0.032811 
5.2463     1.5655      0.032819 
5.2529     1.5429      0.032717 
5.2596     1.5462      0.032739 
5.2662     1.5491      0.032706 
5.2729     1.5426      0.032925 
5.2796     1.5137      0.032784 
5.2863     1.5112      0.032644 
5.29253      1.52627     0.0002687
5.34572      1.50507     0.0002212
5.39945      1.46195     0.0002302
5.45371      1.44604     0.0002668
5.50852      1.46403     0.0002683
5.56389      1.57614     0.0002577
5.6198       1.5149      0.0002548
5.67628      1.45044     0.0002482
5.73333      1.38544     0.0002617
5.79095      1.34329     0.0002619
5.84915      1.31965     0.000247 
5.90794      1.40629     0.0002021
5.96732      1.39876     0.0002234
6.02729      1.39504     0.0002239
6.08787      1.39715     0.000223 
6.14905      1.49777     0.0002537
6.21085      1.53986     0.0002693
6.27327      1.43278     0.0002417
6.33632      1.30264     0.0002408
6.4          1.33052     0.0002343
6.46432      1.31028     0.0002054
6.52929      1.35412     0.0002354
6.59491      1.33901     0.0002367
6.66119      1.27826     0.0002769
6.72814      1.24824     0.0002491
6.79576      1.20418     0.0002549
6.86406      1.17082     0.0002437
6.93304      1.15826     0.0002472
7.00272      1.2042      0.000271 
7.0731       1.25802     0.0002739
7.14419      1.36423     0.0002918
7.21599      1.48232     0.0002714
7.28851      1.52155     0.0002718
7.36176      1.60627     0.0003029
7.43575      1.66733     0.0002911
7.51048      1.49452     0.0002832
7.58596      1.39423     0.0002577
7.6622       1.37768     0.0002525
7.73921      1.43761     0.0002825
7.81699      1.51154     0.000291 
7.89555      1.59556     0.0003075
7.9749       1.47415     0.0002693
8.05505      1.31947     0.0003104
8.13601      1.30087     0.0003157
8.21778      1.27369     0.000335 
8.30037      1.23673     0.0003248
8.38379      1.22476     0.0003115
8.46805      1.24569     0.0003147
8.55316      1.25095     0.0003088
8.63912      1.28511     0.0003169
8.72594      1.30307     0.0003183
8.81364      1.26596     0.00034  
8.90222      1.25328     0.0003573
8.99169      1.2641      0.000364 
9.08206      1.26889     0.0003632
9.17333      1.25905     0.0003551
9.26553      1.25413     0.0003645
9.35865      1.26548     0.000355 
9.45271      1.28505     0.0003484
9.54771      1.30134     0.0003445
9.64366      1.28597     0.0003511
9.74059      1.30437     0.0003519
9.83848      1.31119     0.0003495
9.93736      1.33424     0.0003597
10.0372      1.38008     0.0003471
10.1381      1.41003     0.0003665
10.24        1.42457     0.0003826
10.3429      1.43538     0.0003772
10.4469      1.3925      0.0003666
10.5519      1.38782     0.000369 
