Literature data from C. M. Perey (1993)
Ni-58 (n,tot)
MeV       Barns       Error(Barns)
1.950     3.6021      0.076932     
1.900     2.7675      0.073421     
1.850     2.8184      0.051277     
1.800     5.296       0.081183     
1.750     3.1073      0.071985     
1.700     2.779       0.069208     
1.650     3.2947      0.072332     
1.600     2.0308      0.064821     
1.550     3.9195      0.070178     
1.500     3.7657      0.06914      
1.450     2.9616      0.068768     
1.400     1.3859      0.062882     
1.350     7.1422      0.082669     
1.300     2.7499      0.065028     
1.250     2.6096      0.062872     
1.200     4.3335      0.067893     
1.150     2.597       0.064267     
1.150     2.6396      0.063883     
1.100     2.8485      0.045382     
1.050     2.379       0.03754      
1.000     3.8782      0.070981     
