#ZVView-data-copy:  10-Nov-2015 14:42:01
#=======================================
#
#name:   6-C-0(N,TOT),,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  3
#ldata:  2444
#data...
#            X            Y         +-dY  # Comments...
#          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
        1.2306       2.2653     0.030115  # 2001,W.P.Abfalterer+     ## 13794002
        1.2327       2.2644     0.029888  # 2001,W.P.Abfalterer+     ## 13794002
        1.2349       2.3042     0.029512  # 2001,W.P.Abfalterer+     ## 13794002
         1.237       2.2726     0.029584  # 2001,W.P.Abfalterer+     ## 13794002
        1.2392       2.2557       0.0298  # 2001,W.P.Abfalterer+     ## 13794002
        1.2413        2.302      0.02977  # 2001,W.P.Abfalterer+     ## 13794002
        1.2435       2.2433     0.029464  # 2001,W.P.Abfalterer+     ## 13794002
        1.2457         2.21     0.028592  # 2001,W.P.Abfalterer+     ## 13794002
        1.2478       2.1857     0.028401  # 2001,W.P.Abfalterer+     ## 13794002
          1.25       2.2688     0.029231  # 2001,W.P.Abfalterer+     ## 13794002
        1.2522       2.2553     0.028667  # 2001,W.P.Abfalterer+     ## 13794002
        1.2544        2.259       0.0289  # 2001,W.P.Abfalterer+     ## 13794002
        1.2566       2.2395     0.028641  # 2001,W.P.Abfalterer+     ## 13794002
        1.2588       2.2603      0.02907  # 2001,W.P.Abfalterer+     ## 13794002
         1.261        2.238     0.028667  # 2001,W.P.Abfalterer+     ## 13794002
        1.2632       2.2043      0.02807  # 2001,W.P.Abfalterer+     ## 13794002
        1.2655       2.2062     0.028293  # 2001,W.P.Abfalterer+     ## 13794002
        1.2677       2.2099     0.027987  # 2001,W.P.Abfalterer+     ## 13794002
        1.2699       2.2095     0.028424  # 2001,W.P.Abfalterer+     ## 13794002
        1.2722       2.2059     0.028249  # 2001,W.P.Abfalterer+     ## 13794002
        1.2744       2.2359     0.028736  # 2001,W.P.Abfalterer+     ## 13794002
        1.2767       2.2109     0.028398  # 2001,W.P.Abfalterer+     ## 13794002
        1.2789       2.2515      0.02882  # 2001,W.P.Abfalterer+     ## 13794002
        1.2812       2.2412     0.028453  # 2001,W.P.Abfalterer+     ## 13794002
        1.2835       2.2472     0.028758  # 2001,W.P.Abfalterer+     ## 13794002
        1.2857       2.2309      0.02876  # 2001,W.P.Abfalterer+     ## 13794002
         1.288       2.2455     0.028842  # 2001,W.P.Abfalterer+     ## 13794002
        1.2903         2.27     0.028991  # 2001,W.P.Abfalterer+     ## 13794002
        1.2926       2.1715     0.028792  # 2001,W.P.Abfalterer+     ## 13794002
        1.2949        2.163     0.028552  # 2001,W.P.Abfalterer+     ## 13794002
        1.2972       2.1782     0.028479  # 2001,W.P.Abfalterer+     ## 13794002
        1.2995       2.2334     0.029064  # 2001,W.P.Abfalterer+     ## 13794002
        1.3018       2.2536     0.029229  # 2001,W.P.Abfalterer+     ## 13794002
        1.3042       2.2294     0.029217  # 2001,W.P.Abfalterer+     ## 13794002
        1.3065       2.1416     0.028637  # 2001,W.P.Abfalterer+     ## 13794002
        1.3088       2.2113     0.029463  # 2001,W.P.Abfalterer+     ## 13794002
        1.3112       2.1685     0.029089  # 2001,W.P.Abfalterer+     ## 13794002
        1.3135       2.2574      0.03019  # 2001,W.P.Abfalterer+     ## 13794002
        1.3159       2.1579     0.029182  # 2001,W.P.Abfalterer+     ## 13794002
        1.3183       2.1325     0.029364  # 2001,W.P.Abfalterer+     ## 13794002
        1.3206       2.2129     0.030354  # 2001,W.P.Abfalterer+     ## 13794002
         1.323       2.1755     0.029843  # 2001,W.P.Abfalterer+     ## 13794002
        1.3254       2.1556      0.02937  # 2001,W.P.Abfalterer+     ## 13794002
        1.3278       2.2194     0.029738  # 2001,W.P.Abfalterer+     ## 13794002
        1.3302       2.1527     0.029235  # 2001,W.P.Abfalterer+     ## 13794002
        1.3326       2.1652     0.029111  # 2001,W.P.Abfalterer+     ## 13794002
         1.335       2.1161     0.028914  # 2001,W.P.Abfalterer+     ## 13794002
        1.3374       2.1296     0.028905  # 2001,W.P.Abfalterer+     ## 13794002
        1.3398       2.1468     0.028975  # 2001,W.P.Abfalterer+     ## 13794002
        1.3422       2.1182     0.028997  # 2001,W.P.Abfalterer+     ## 13794002
        1.3447       2.1195     0.028867  # 2001,W.P.Abfalterer+     ## 13794002
        1.3471       2.1598     0.030118  # 2001,W.P.Abfalterer+     ## 13794002
        1.3496       2.1346     0.030543  # 2001,W.P.Abfalterer+     ## 13794002
         1.352       2.1496     0.030996  # 2001,W.P.Abfalterer+     ## 13794002
        1.3545       2.1346     0.031217  # 2001,W.P.Abfalterer+     ## 13794002
         1.357       2.1135     0.030592  # 2001,W.P.Abfalterer+     ## 13794002
        1.3594       2.1647     0.030107  # 2001,W.P.Abfalterer+     ## 13794002
        1.3619       2.1706     0.029635  # 2001,W.P.Abfalterer+     ## 13794002
        1.3644       2.1382     0.028601  # 2001,W.P.Abfalterer+     ## 13794002
        1.3669       2.1002     0.027612  # 2001,W.P.Abfalterer+     ## 13794002
        1.3694       2.1819      0.02789  # 2001,W.P.Abfalterer+     ## 13794002
        1.3719       2.1686     0.027306  # 2001,W.P.Abfalterer+     ## 13794002
        1.3744       2.1448     0.027189  # 2001,W.P.Abfalterer+     ## 13794002
         1.377       2.1144     0.027162  # 2001,W.P.Abfalterer+     ## 13794002
        1.3795       2.1328     0.027033  # 2001,W.P.Abfalterer+     ## 13794002
         1.382       2.1413     0.027182  # 2001,W.P.Abfalterer+     ## 13794002
        1.3846       2.1276     0.026797  # 2001,W.P.Abfalterer+     ## 13794002
        1.3871       2.1449     0.026934  # 2001,W.P.Abfalterer+     ## 13794002
        1.3897        2.083     0.026638  # 2001,W.P.Abfalterer+     ## 13794002
        1.3922       2.0796     0.026845  # 2001,W.P.Abfalterer+     ## 13794002
        1.3948       2.1025     0.026673  # 2001,W.P.Abfalterer+     ## 13794002
        1.3974        2.058      0.02668  # 2001,W.P.Abfalterer+     ## 13794002
           1.4       2.1148     0.027094  # 2001,W.P.Abfalterer+     ## 13794002
        1.4026       2.0293     0.026419  # 2001,W.P.Abfalterer+     ## 13794002
        1.4052       2.0692     0.026937  # 2001,W.P.Abfalterer+     ## 13794002
        1.4078       2.0707     0.026599  # 2001,W.P.Abfalterer+     ## 13794002
        1.4104       2.0859     0.026454  # 2001,W.P.Abfalterer+     ## 13794002
         1.413       2.0756     0.026672  # 2001,W.P.Abfalterer+     ## 13794002
        1.4156        2.094     0.026388  # 2001,W.P.Abfalterer+     ## 13794002
        1.4183       2.0311     0.026029  # 2001,W.P.Abfalterer+     ## 13794002
        1.4209       2.0871     0.026298  # 2001,W.P.Abfalterer+     ## 13794002
        1.4236       2.0563     0.025764  # 2001,W.P.Abfalterer+     ## 13794002
        1.4262       2.0814     0.025933  # 2001,W.P.Abfalterer+     ## 13794002
        1.4289       2.0512      0.02558  # 2001,W.P.Abfalterer+     ## 13794002
        1.4316       2.0299     0.025605  # 2001,W.P.Abfalterer+     ## 13794002
        1.4343       2.1132      0.02565  # 2001,W.P.Abfalterer+     ## 13794002
        1.4369       2.0586     0.025038  # 2001,W.P.Abfalterer+     ## 13794002
        1.4397       2.0679     0.025099  # 2001,W.P.Abfalterer+     ## 13794002
        1.4424       2.0819     0.024945  # 2001,W.P.Abfalterer+     ## 13794002
        1.4451       2.0204     0.024499  # 2001,W.P.Abfalterer+     ## 13794002
        1.4478       2.0351     0.024398  # 2001,W.P.Abfalterer+     ## 13794002
        1.4505       2.0201     0.023878  # 2001,W.P.Abfalterer+     ## 13794002
        1.4533       2.0687     0.024231  # 2001,W.P.Abfalterer+     ## 13794002
         1.456       2.0803     0.023952  # 2001,W.P.Abfalterer+     ## 13794002
        1.4588        2.072      0.02404  # 2001,W.P.Abfalterer+     ## 13794002
        1.4615       2.0629     0.023939  # 2001,W.P.Abfalterer+     ## 13794002
        1.4643       2.0251     0.023777  # 2001,W.P.Abfalterer+     ## 13794002
         1.467       2.0016      0.02362  # 2001,W.P.Abfalterer+     ## 13794002
        1.4698        2.005     0.023275  # 2001,W.P.Abfalterer+     ## 13794002
        1.4726       2.0651     0.023743  # 2001,W.P.Abfalterer+     ## 13794002
        1.4754       2.0416     0.023448  # 2001,W.P.Abfalterer+     ## 13794002
        1.4782       2.0362     0.023305  # 2001,W.P.Abfalterer+     ## 13794002
         1.481         2.03     0.022897  # 2001,W.P.Abfalterer+     ## 13794002
        1.4839       2.0231     0.023054  # 2001,W.P.Abfalterer+     ## 13794002
        1.4867       2.0121     0.022952  # 2001,W.P.Abfalterer+     ## 13794002
        1.4895       2.0423      0.02304  # 2001,W.P.Abfalterer+     ## 13794002
        1.4924       2.0533     0.022912  # 2001,W.P.Abfalterer+     ## 13794002
        1.4952       2.0505     0.022912  # 2001,W.P.Abfalterer+     ## 13794002
        1.4981       1.9917     0.022353  # 2001,W.P.Abfalterer+     ## 13794002
         1.501       1.9935     0.022388  # 2001,W.P.Abfalterer+     ## 13794002
        1.5038       2.0297     0.022509  # 2001,W.P.Abfalterer+     ## 13794002
        1.5067       2.0136     0.022096  # 2001,W.P.Abfalterer+     ## 13794002
        1.5096       2.0258       0.0223  # 2001,W.P.Abfalterer+     ## 13794002
        1.5125        2.012     0.022244  # 2001,W.P.Abfalterer+     ## 13794002
        1.5155       2.0087     0.022173  # 2001,W.P.Abfalterer+     ## 13794002
        1.5184       1.9908     0.021982  # 2001,W.P.Abfalterer+     ## 13794002
        1.5213       1.9923     0.021736  # 2001,W.P.Abfalterer+     ## 13794002
        1.5242       1.9757     0.021684  # 2001,W.P.Abfalterer+     ## 13794002
        1.5272       1.9469      0.02142  # 2001,W.P.Abfalterer+     ## 13794002
        1.5301       1.9843      0.02166  # 2001,W.P.Abfalterer+     ## 13794002
        1.5331       1.9608     0.021593  # 2001,W.P.Abfalterer+     ## 13794002
        1.5361       1.9672      0.02154  # 2001,W.P.Abfalterer+     ## 13794002
        1.5391        2.013     0.021548  # 2001,W.P.Abfalterer+     ## 13794002
        1.5421        1.992     0.021598  # 2001,W.P.Abfalterer+     ## 13794002
        1.5451       1.9755     0.021303  # 2001,W.P.Abfalterer+     ## 13794002
        1.5481       1.9497     0.021079  # 2001,W.P.Abfalterer+     ## 13794002
        1.5511       2.0278     0.021478  # 2001,W.P.Abfalterer+     ## 13794002
        1.5541       1.9402     0.020997  # 2001,W.P.Abfalterer+     ## 13794002
        1.5571       1.9741     0.021219  # 2001,W.P.Abfalterer+     ## 13794002
        1.5602       1.9415     0.021105  # 2001,W.P.Abfalterer+     ## 13794002
        1.5632       1.9612     0.021167  # 2001,W.P.Abfalterer+     ## 13794002
        1.5663        1.959     0.020886  # 2001,W.P.Abfalterer+     ## 13794002
        1.5694       1.9165     0.020709  # 2001,W.P.Abfalterer+     ## 13794002
        1.5724       1.9447     0.020845  # 2001,W.P.Abfalterer+     ## 13794002
        1.5755        1.931     0.020699  # 2001,W.P.Abfalterer+     ## 13794002
        1.5786       1.9029     0.020746  # 2001,W.P.Abfalterer+     ## 13794002
        1.5817       1.9362     0.020868  # 2001,W.P.Abfalterer+     ## 13794002
        1.5848       1.9853     0.021082  # 2001,W.P.Abfalterer+     ## 13794002
         1.588       1.9011     0.020686  # 2001,W.P.Abfalterer+     ## 13794002
        1.5911       1.9062      0.02168  # 2001,W.P.Abfalterer+     ## 13794002
        1.5942       1.9228     0.022671  # 2001,W.P.Abfalterer+     ## 13794002
        1.5974       1.9248     0.022919  # 2001,W.P.Abfalterer+     ## 13794002
        1.6726       1.8567     0.019069  # 2001,W.P.Abfalterer+     ## 13794002
         1.676       1.8617     0.018673  # 2001,W.P.Abfalterer+     ## 13794002
        1.6794        1.825     0.018752  # 2001,W.P.Abfalterer+     ## 13794002
        1.6828       1.8282     0.018624  # 2001,W.P.Abfalterer+     ## 13794002
        1.6862       1.8984     0.018553  # 2001,W.P.Abfalterer+     ## 13794002
        1.6896       1.8159     0.017887  # 2001,W.P.Abfalterer+     ## 13794002
        1.6931       1.8753      0.01853  # 2001,W.P.Abfalterer+     ## 13794002
        1.6965       1.8707     0.018721  # 2001,W.P.Abfalterer+     ## 13794002
           1.7       1.8902     0.018671  # 2001,W.P.Abfalterer+     ## 13794002
        1.7034       1.8684     0.018422  # 2001,W.P.Abfalterer+     ## 13794002
        1.7069        1.841     0.018421  # 2001,W.P.Abfalterer+     ## 13794002
        1.7104       1.8277     0.018322  # 2001,W.P.Abfalterer+     ## 13794002
        1.7139       1.8197      0.01826  # 2001,W.P.Abfalterer+     ## 13794002
        1.7175        1.795     0.018165  # 2001,W.P.Abfalterer+     ## 13794002
         1.721       1.8014     0.018064  # 2001,W.P.Abfalterer+     ## 13794002
        1.7245       1.8331      0.01822  # 2001,W.P.Abfalterer+     ## 13794002
        1.7281       1.8087     0.017997  # 2001,W.P.Abfalterer+     ## 13794002
        1.7316       1.8543     0.018276  # 2001,W.P.Abfalterer+     ## 13794002
        1.7352       1.8248     0.017999  # 2001,W.P.Abfalterer+     ## 13794002
        1.7388       1.8129     0.018099  # 2001,W.P.Abfalterer+     ## 13794002
        1.7424        1.852     0.018112  # 2001,W.P.Abfalterer+     ## 13794002
         1.746        1.825     0.018095  # 2001,W.P.Abfalterer+     ## 13794002
        1.7496       1.8205     0.017806  # 2001,W.P.Abfalterer+     ## 13794002
        1.7532       1.8368     0.018229  # 2001,W.P.Abfalterer+     ## 13794002
        1.7568       1.8172       0.0181  # 2001,W.P.Abfalterer+     ## 13794002
        1.7605       1.8297     0.018105  # 2001,W.P.Abfalterer+     ## 13794002
        1.7642       1.7653     0.017869  # 2001,W.P.Abfalterer+     ## 13794002
        1.7678       1.7743     0.018103  # 2001,W.P.Abfalterer+     ## 13794002
        1.7715       1.7863     0.018225  # 2001,W.P.Abfalterer+     ## 13794002
        1.7752       1.8149     0.018299  # 2001,W.P.Abfalterer+     ## 13794002
        1.7789       1.7921     0.018348  # 2001,W.P.Abfalterer+     ## 13794002
        1.7826       1.7789     0.018389  # 2001,W.P.Abfalterer+     ## 13794002
        1.7863       1.7536     0.018224  # 2001,W.P.Abfalterer+     ## 13794002
        1.7901       1.7739     0.018278  # 2001,W.P.Abfalterer+     ## 13794002
        1.7938       1.7747     0.018015  # 2001,W.P.Abfalterer+     ## 13794002
        1.7976        1.806     0.018074  # 2001,W.P.Abfalterer+     ## 13794002
        1.8014       1.7742     0.017747  # 2001,W.P.Abfalterer+     ## 13794002
        1.8052       1.7749     0.017506  # 2001,W.P.Abfalterer+     ## 13794002
         1.809       1.7912     0.017317  # 2001,W.P.Abfalterer+     ## 13794002
        1.8128       1.7648     0.017104  # 2001,W.P.Abfalterer+     ## 13794002
        1.8166       1.7659     0.016923  # 2001,W.P.Abfalterer+     ## 13794002
        1.8204       1.7342     0.016568  # 2001,W.P.Abfalterer+     ## 13794002
        1.8243       1.7614     0.016651  # 2001,W.P.Abfalterer+     ## 13794002
        1.8281       1.7643     0.016415  # 2001,W.P.Abfalterer+     ## 13794002
         1.832       1.7587     0.016467  # 2001,W.P.Abfalterer+     ## 13794002
        1.8359       1.7417      0.01658  # 2001,W.P.Abfalterer+     ## 13794002
        1.8398       1.7339      0.01663  # 2001,W.P.Abfalterer+     ## 13794002
        1.8437       1.7669     0.016447  # 2001,W.P.Abfalterer+     ## 13794002
        1.8476       1.7625     0.016219  # 2001,W.P.Abfalterer+     ## 13794002
        1.8516       1.7599     0.016157  # 2001,W.P.Abfalterer+     ## 13794002
        1.8555       1.7443     0.015981  # 2001,W.P.Abfalterer+     ## 13794002
        1.8595       1.7684     0.015968  # 2001,W.P.Abfalterer+     ## 13794002
        1.8634       1.7332     0.015775  # 2001,W.P.Abfalterer+     ## 13794002
        1.8674       1.7134     0.015707  # 2001,W.P.Abfalterer+     ## 13794002
        1.8714       1.7299     0.015611  # 2001,W.P.Abfalterer+     ## 13794002
        1.8754       1.7192       0.0156  # 2001,W.P.Abfalterer+     ## 13794002
        1.8795       1.7587     0.015617  # 2001,W.P.Abfalterer+     ## 13794002
        1.8835       1.7401      0.01552  # 2001,W.P.Abfalterer+     ## 13794002
        1.8875       1.7001     0.015269  # 2001,W.P.Abfalterer+     ## 13794002
        1.8916       1.7116     0.015396  # 2001,W.P.Abfalterer+     ## 13794002
        1.8957       1.7123     0.015487  # 2001,W.P.Abfalterer+     ## 13794002
        1.8998       1.7027     0.015327  # 2001,W.P.Abfalterer+     ## 13794002
        1.9039        1.724     0.015465  # 2001,W.P.Abfalterer+     ## 13794002
         1.908       1.7341      0.01548  # 2001,W.P.Abfalterer+     ## 13794002
        1.9121       1.6702     0.015222  # 2001,W.P.Abfalterer+     ## 13794002
        1.9163       1.6943     0.015193  # 2001,W.P.Abfalterer+     ## 13794002
        1.9204       1.6779     0.015032  # 2001,W.P.Abfalterer+     ## 13794002
        1.9246       1.6753     0.014942  # 2001,W.P.Abfalterer+     ## 13794002
        1.9288       1.7041     0.014908  # 2001,W.P.Abfalterer+     ## 13794002
         1.933       1.6862      0.01478  # 2001,W.P.Abfalterer+     ## 13794002
        1.9372       1.6776      0.01463  # 2001,W.P.Abfalterer+     ## 13794002
        1.9414       1.6603     0.014545  # 2001,W.P.Abfalterer+     ## 13794002
        1.9456       1.6785     0.014471  # 2001,W.P.Abfalterer+     ## 13794002
        1.9499       1.6862     0.014413  # 2001,W.P.Abfalterer+     ## 13794002
        1.9542       1.6684     0.014259  # 2001,W.P.Abfalterer+     ## 13794002
        1.9584       1.6992     0.014261  # 2001,W.P.Abfalterer+     ## 13794002
        1.9627       1.6675     0.014161  # 2001,W.P.Abfalterer+     ## 13794002
         1.967       1.6998     0.014061  # 2001,W.P.Abfalterer+     ## 13794002
        1.9714       1.6476     0.013932  # 2001,W.P.Abfalterer+     ## 13794002
        1.9757       1.6706     0.013937  # 2001,W.P.Abfalterer+     ## 13794002
        1.9801       1.6435     0.013866  # 2001,W.P.Abfalterer+     ## 13794002
        1.9844       1.6513     0.013909  # 2001,W.P.Abfalterer+     ## 13794002
        1.9888       1.6638     0.013793  # 2001,W.P.Abfalterer+     ## 13794002
        1.9932       1.6569     0.013743  # 2001,W.P.Abfalterer+     ## 13794002
        1.9976       1.6224      0.01363  # 2001,W.P.Abfalterer+     ## 13794002
         2.002       1.6388     0.013612  # 2001,W.P.Abfalterer+     ## 13794002
        2.0065       1.6185     0.013413  # 2001,W.P.Abfalterer+     ## 13794002
        2.0109         1.66     0.013596  # 2001,W.P.Abfalterer+     ## 13794002
        2.0154       1.6443     0.013472  # 2001,W.P.Abfalterer+     ## 13794002
        2.0199       1.6209     0.013339  # 2001,W.P.Abfalterer+     ## 13794002
