         56.62       0.8596     0.002048  # 2001,W.P.Abfalterer+
         57.19       0.8539     0.002042  # 2001,W.P.Abfalterer+
         57.76       0.8448     0.002035  # 2001,W.P.Abfalterer+
         58.34       0.8356     0.002027  # 2001,W.P.Abfalterer+
         58.93        0.828     0.002019  # 2001,W.P.Abfalterer+
         59.52       0.8213     0.002011  # 2001,W.P.Abfalterer+
         60.12       0.8139     0.002004  # 2001,W.P.Abfalterer+
         60.72       0.8061     0.001997  # 2001,W.P.Abfalterer+
         61.33        0.799     0.001993  # 2001,W.P.Abfalterer+
         61.95       0.7904     0.001983  # 2001,W.P.Abfalterer+
         62.57       0.7815     0.001977  # 2001,W.P.Abfalterer+
          63.2        0.777     0.001971  # 2001,W.P.Abfalterer+
         63.84       0.7674     0.001964  # 2001,W.P.Abfalterer+
         64.48       0.7627     0.001958  # 2001,W.P.Abfalterer+
         65.13       0.7558     0.001954  # 2001,W.P.Abfalterer+
         65.78       0.7499     0.001946  # 2001,W.P.Abfalterer+
         66.44       0.7447     0.001941  # 2001,W.P.Abfalterer+
         67.11       0.7336     0.001935  # 2001,W.P.Abfalterer+
         67.78       0.7306     0.001929  # 2001,W.P.Abfalterer+
         68.46       0.7238     0.001923  # 2001,W.P.Abfalterer+
         69.15        0.714     0.001918  # 2001,W.P.Abfalterer+
         69.85       0.7077     0.001911  # 2001,W.P.Abfalterer+
         70.55       0.7009     0.001908  # 2001,W.P.Abfalterer+
         71.26       0.6948     0.001902  # 2001,W.P.Abfalterer+
         71.97       0.6885     0.001898  # 2001,W.P.Abfalterer+
          72.7       0.6791     0.001893  # 2001,W.P.Abfalterer+
         73.43       0.6728     0.001888  # 2001,W.P.Abfalterer+
         74.17       0.6655     0.001882  # 2001,W.P.Abfalterer+
         74.91       0.6578     0.001877  # 2001,W.P.Abfalterer+
         75.67       0.6529      0.00187  # 2001,W.P.Abfalterer+
         76.43       0.6458     0.001866  # 2001,W.P.Abfalterer+
         77.19       0.6406     0.001861  # 2001,W.P.Abfalterer+
         77.97       0.6338     0.001856  # 2001,W.P.Abfalterer+
         78.75       0.6275     0.001852  # 2001,W.P.Abfalterer+
         79.54       0.6222     0.001846  # 2001,W.P.Abfalterer+
         80.34       0.6156     0.001842  # 2001,W.P.Abfalterer+
         81.15       0.6087     0.001838  # 2001,W.P.Abfalterer+
         81.97       0.6033     0.001834  # 2001,W.P.Abfalterer+
         82.79       0.5952     0.001831  # 2001,W.P.Abfalterer+
         83.62       0.5908     0.001826  # 2001,W.P.Abfalterer+
         84.46       0.5847     0.001821  # 2001,W.P.Abfalterer+
         85.31       0.5791     0.001818  # 2001,W.P.Abfalterer+
         86.17       0.5734     0.001813  # 2001,W.P.Abfalterer+
         87.04       0.5679     0.001808  # 2001,W.P.Abfalterer+
         87.91       0.5613     0.001806  # 2001,W.P.Abfalterer+
         88.79       0.5548     0.001803  # 2001,W.P.Abfalterer+
         89.69       0.5508     0.001799  # 2001,W.P.Abfalterer+
         90.59       0.5448     0.001793  # 2001,W.P.Abfalterer+
          91.5       0.5403     0.001791  # 2001,W.P.Abfalterer+
         92.42       0.5357     0.001787  # 2001,W.P.Abfalterer+
         93.35       0.5288     0.001781  # 2001,W.P.Abfalterer+
         94.28       0.5229      0.00178  # 2001,W.P.Abfalterer+
         95.23       0.5178     0.001777  # 2001,W.P.Abfalterer+
         96.19       0.5124     0.001774  # 2001,W.P.Abfalterer+
         97.16       0.5067     0.001771  # 2001,W.P.Abfalterer+
         98.13       0.5027     0.001766  # 2001,W.P.Abfalterer+
         99.12        0.495     0.001765  # 2001,W.P.Abfalterer+
         100.1       0.4906     0.001761  # 2001,W.P.Abfalterer+
         101.1        0.486     0.001758  # 2001,W.P.Abfalterer+
         102.1       0.4806     0.001755  # 2001,W.P.Abfalterer+
         103.2       0.4763     0.001755  # 2001,W.P.Abfalterer+
         104.2         0.47     0.001754  # 2001,W.P.Abfalterer+
         105.2       0.4664     0.001747  # 2001,W.P.Abfalterer+
         106.3        0.463     0.001743  # 2001,W.P.Abfalterer+
         107.4       0.4593     0.001742  # 2001,W.P.Abfalterer+
         108.5        0.457     0.001741  # 2001,W.P.Abfalterer+
         109.5       0.4529     0.001739  # 2001,W.P.Abfalterer+
         110.6        0.445     0.001735  # 2001,W.P.Abfalterer+
         111.8       0.4407     0.001731  # 2001,W.P.Abfalterer+
         112.9       0.4384      0.00173  # 2001,W.P.Abfalterer+
           114       0.4347     0.001728  # 2001,W.P.Abfalterer+
         115.2       0.4284     0.001727  # 2001,W.P.Abfalterer+
         116.3       0.4244     0.001724  # 2001,W.P.Abfalterer+
         117.5        0.421     0.001719  # 2001,W.P.Abfalterer+
         118.7       0.4177     0.001717  # 2001,W.P.Abfalterer+
         119.9       0.4153     0.001715  # 2001,W.P.Abfalterer+
         121.1       0.4106     0.001716  # 2001,W.P.Abfalterer+
         122.3       0.4056     0.001715  # 2001,W.P.Abfalterer+
         123.5       0.4031     0.001711  # 2001,W.P.Abfalterer+
         124.8       0.3991     0.001707  # 2001,W.P.Abfalterer+
           126       0.3963     0.001708  # 2001,W.P.Abfalterer+
         127.3       0.3918     0.001706  # 2001,W.P.Abfalterer+
         128.6       0.3915     0.001704  # 2001,W.P.Abfalterer+
         129.8       0.3893     0.001704  # 2001,W.P.Abfalterer+
         131.1       0.3841     0.001703  # 2001,W.P.Abfalterer+
         132.5       0.3798       0.0017  # 2001,W.P.Abfalterer+
         133.8       0.3751     0.001701  # 2001,W.P.Abfalterer+
         135.1       0.3726     0.001699  # 2001,W.P.Abfalterer+
         136.5       0.3708     0.001696  # 2001,W.P.Abfalterer+
         137.9        0.368     0.001697  # 2001,W.P.Abfalterer+
         139.3        0.365     0.001697  # 2001,W.P.Abfalterer+
         140.7       0.3605     0.001695  # 2001,W.P.Abfalterer+
         142.1       0.3591     0.001695  # 2001,W.P.Abfalterer+
         143.5       0.3562     0.001693  # 2001,W.P.Abfalterer+
         144.9       0.3517     0.001692  # 2001,W.P.Abfalterer+
         146.4         0.35     0.001696  # 2001,W.P.Abfalterer+
         147.9       0.3483     0.001693  # 2001,W.P.Abfalterer+
         149.4       0.3439      0.00169  # 2001,W.P.Abfalterer+
         150.9       0.3417     0.001691  # 2001,W.P.Abfalterer+
         152.4       0.3394      0.00169  # 2001,W.P.Abfalterer+
         153.9       0.3388     0.001688  # 2001,W.P.Abfalterer+
